h;Pfree1;Pfree2;Pfree3;Pfree4
6484;180.0642;222.5956;91.0549;129.4727
6485;156.4469;218.7729;89.4489;110.3809
6486;147.3105;225.8341;98.1207;115.7516
6487;139.8574;228.0584;99.261;109.7832
6488;169.0276;230.9749;91.1395;108.9335
6489;113.038;226.8468;87.5833;83.2829
6490;60.2718;194.7695;55.6377;71.6513
6491;11.4004;150.5521;20.4886;34.5283
6492;0;103.1553;0;0
6493;0;67.9648;0;0
6494;0;48.0935;0;0
6495;0;44.2754;0;0
6496;0;41.2973;0;0
6497;0;50.8229;0;0
6498;0;81.9578;39.2703;4.5593
6499;107.8621;171.8429;129.5538;70.4796
6500;186.5798;221.0664;186.1419;117.7918
6501;217.2972;233.5485;207.7017;176.5767
6502;222.7986;236.328;217.948;191.0525
6503;215.557;234.966;215.3072;185.5005
6504;216.3012;233.0404;214.8471;179.5147
6505;219.3871;229.6573;210.0631;165.7242
6506;220.5838;229.4483;211.3039;173.4826
6507;206.7142;221.8825;189.1326;165.2998
6508;192.4771;216.6905;153.1618;164.4283
6509;172.8829;214.1072;129.8536;161.6959
6510;155.7475;223.2006;129.4522;159.3971
6511;139.0768;228.8874;120.4254;149.7991
6512;177.6998;229.2192;131.6018;127.4673
6513;141.4352;217.8676;107.1955;100.1465
6514;104.8466;186.9938;69.9814;86.1443
6515;71.7076;140.3935;28.6615;57.5021
6516;19.3681;70.7599;0;0
6517;0;24.7354;0;0
6518;0;0;0;0
6519;0;0;0;0
6520;0;0;0;0
6521;26.0479;24.0751;0;0
6522;86.4064;75.2358;28.5094;54.781
6523;125.3931;119.0534;90.789;159.451
6524;165.08;180.3283;152.593;198.7873
6525;188.7148;201.2723;169.7292;223.2007
6526;212.7969;206.4856;178.1241;234.5954
6527;220.4176;201.4978;189.1701;235.5523
6528;217.9394;206.3896;207.1934;232.3587
6529;216.4987;202.539;211.9957;232.446
6530;217.004;196.7645;207.0026;234.8184
6531;210.7858;167.4373;180.1518;232.0492
6532;206.1044;145.219;157.3807;220.5592
6533;196.6764;105.8483;130.1008;212.07
6534;195.9094;91.9927;125.6995;213.0978
6535;201.0898;101.6791;130.296;216.4871
6536;220.7997;113.5739;140.9671;221.3644
6537;201.8809;107.962;120.1145;199.7118
6538;186.8194;98.7812;98.7117;170.8103
6539;165.9322;80.4427;65.4312;119.2292
6540;111.4616;43.3998;0;44.4911
6541;66.2624;0.4274;0;7.1713
6542;42.2023;0;0;0
6543;34.0942;11.4211;0;0
6544;31.4552;1.2875;0;3.4202
6545;65.9591;24.9558;0;37.7978
6546;132.8065;83.1839;48.9923;120.0641
6547;148.9462;134.5928;114.0503;165.94
6548;178.3258;187.2225;167.059;197.1511
6549;205.0963;216.4953;197.0498;208.8579
6550;223.0365;225.8767;208.4681;213.9981
6551;224.7797;220.8988;211.3782;212.347
6552;223.8585;219.1707;214.6774;214.4911
6553;148.1662;138.7035;155.9573;129.1876
6554;154.3278;141.363;163.867;136.9072
6555;148.8088;144.8451;165.5525;135.0544
6556;124.3389;144.8937;152.0974;142.0146
6557;118.7224;127.2768;145.3664;120.2482
6558;122.9507;128.9146;157.6458;120.8258
6559;111.1273;116.0185;156.6541;114.0694
6560;95.9491;115.273;157.1456;121.4984
6561;79.5938;137.3446;146.6364;135.3721
6562;83.0186;134.6686;125.1862;142.7434
6563;41.0525;114.1576;91.4952;114.6171
6564;0;74.3784;59.422;56.0901
6565;0;38.9317;36.0985;6.3401
6566;0;27.8469;14.6365;0
6567;0;22.8763;15.1455;0
6568;0;23.4387;21.7541;0
6569;27.1201;36.6828;47.0339;10.5338
6570;102.9364;72.2283;89.4124;56.4452
6571;155.3966;125.1916;117.0657;121.1726
6572;193.4444;169.9205;161.6008;157.9611
6573;218.5058;194.1917;179.6473;192.7751
6574;223.2924;187.8292;180.9641;199.7245
6575;220.4016;162.874;176.5423;177.9794
6576;209.3403;146.0046;163.8397;166.2904
6577;202.8349;137.2293;146.455;155.5608
6578;193.2185;152.3224;134.8255;160.2823
6579;159.5656;160.0258;130.7284;168.5514
6580;122.8177;148.7534;104.5359;153.5621
6581;121.0142;140.0488;88.9356;135.382
6582;117.6188;149.0017;96.3592;139.4562
6583;104.6655;145.1815;79.1094;133.7914
6584;84.7508;125.9249;81.8227;119.9346
6585;86.1598;111.9042;64.1091;103.532
6586;84.1835;107.8089;52.6431;84.79
6587;49.2589;103.8207;28.5903;57.2694
6588;5.7687;101.7463;8.6363;65.8382
6589;0;92.0298;0;57.1196
6590;0;77.7901;0;43.3177
6591;0;86.6568;0;34.3357
6592;18.0113;89.7062;0;43.1643
6593;33.2484;88.9472;0;59.4397
6594;49.7069;107.1595;37.1535;112.2664
6595;96.3619;118.2991;84.3507;157.5574
6596;171.3543;154.6396;132.8395;192.0046
6597;207.4709;179.754;155.3691;214.3197
6598;209.8274;190.2567;170.9224;222.8286
6599;179.5018;184.8583;172.7091;216.693
6600;147.9129;176.9545;159.7515;201.1296
6601;122.8625;168.4546;142.6234;184.8706
6602;124.1821;168.5911;136.5624;187.9525
6603;127.5484;162.7798;123.5286;195.1064
6604;111.739;153.8896;99.1497;165.1437
6605;105.4005;151.5215;90.0466;156.3628
6606;124.2671;157.9507;107.2557;153.8033
6607;123.0458;152.5254;88.8802;152.4141
6608;117.2991;129.5929;77.1628;151.7447
6609;97.0918;126.0821;44.2388;117.7396
6610;87.6716;116.1413;26.9707;85.3018
6611;58.875;87.1684;1.3638;48.0465
6612;22.6649;40.4603;0;17.8542
6613;1.2987;0;0;0
6614;0;0;0;0
6615;0;0;0;0
6616;0;0;0;0
6617;17.6901;7.4498;0;6.8538
6618;70.7062;71.8538;33.9043;77.9722
6619;118.2483;125.3539;94.7602;148.477
6620;178.1064;163.1453;144.5267;191.2709
6621;211.4918;184.536;158.9013;211.5999
6622;219.6874;187.7875;159.5924;212.7731
6623;220.0894;176.5329;159.3952;201.594
6624;216.4668;159.9104;157.6018;181.7147
6625;216.5194;154.8585;143.978;171.0006
6626;219.1692;158.5021;129.1559;169.5091
6627;220.081;137.3698;105.6215;150.4063
6628;215.8018;92.6036;76.4113;115.3402
6629;208.7347;64.8781;61.9542;106.4822
6630;213.0737;83.9171;74.2498;131.459
6631;214.2712;101.3683;57.0891;137.8291
6632;220.6328;100.7084;35.9717;140.005
6633;208.7769;81.982;35.1058;118.4535
6634;192.8224;59.0068;39.9088;102.1818
6635;156.1401;33.3021;28.8631;79.3714
6636;102.9201;12.6581;11.4832;79.6984
6637;60.7789;0;0;74.9965
6638;35.615;0;0;63.0976
6639;33.3013;0;8.6584;76.7113
6640;35.7238;0;34.9744;103.1413
6641;54.2614;0;63.4234;137.9356
6642;94.5579;46.772;106.6256;165.4812
6643;141.0142;128.4701;135.7621;177.5782
6644;196.4416;166.7995;174.638;199.8274
6645;216.4392;193.3556;190.1207;219.0124
6646;213.1348;199.1005;195.9914;230.9597
6647;208.9858;192.1363;198.0097;228.0871
6648;199.1058;170.1661;192.5215;213.5337
6649;198.9597;153.9844;182.0938;216.7521
6650;198.5809;157.7755;177.3759;214.3987
6651;172.7514;149.6132;184.7055;218.452
6652;137.2993;124.4579;169.6192;212.511
6653;125.2278;109.9868;167.7054;212.3902
6654;135.071;123.172;172.9585;219.8368
6655;121.5097;123.0938;161.8318;223.6731
6656;100.9909;115.5266;150.5851;222.0879
6657;89.7472;80.4709;152.3779;217.6509
6658;84.2047;58.8497;140.0816;204.9261
6659;59.6737;27.7993;118.0907;187.9669
6660;35.7319;0;102.2939;162.0803
6661;14.8121;0;85.0411;118.3866
6662;0;0;69.79;76.1422
6663;0;0;69.4555;69.5975
6664;1.0113;0;73.5288;78.8173
6665;17.4291;17.5583;84.4632;104.6216
6666;26.5413;111.7585;107.1668;146.5618
6667;58.8174;153.7986;122.419;177.1017
6668;106.1152;178.663;153.5953;199.2853
6669;143.1808;203.9067;176.5855;218.4025
6670;139.306;212.627;176.9038;223.3542
6671;117.8672;208.1095;174.5562;215.2418
6672;111.6055;194.0007;174.3505;207.2682
6673;102.6556;190.9207;171.3605;183.3399
6674;105.0937;188.6041;176.85;172.0675
6675;112.8028;181.6499;181.8732;179.7388
6676;107.0407;170.8411;165.597;181.2099
6677;111.0923;154.4877;163.2219;173.7666
6678;117.819;155.9281;162.6763;177.565
6679;103.9065;149.0906;151.6716;176.3093
6680;101.7098;156.7468;142.9255;197.4646
6681;81.609;144.3286;123.1167;181.8925
6682;79.2925;139.2651;102.4492;160.7449
6683;66.8443;109.4186;72.3685;130.6347
6684;45.8414;61.5802;51.5014;101.5727
6685;9.3004;0;27.9732;65.6743
6686;0;0;8.7794;24.3665
6687;0.0979;0;18.1988;5.2085
6688;10.7826;0;45.4228;4.3732
6689;23.6038;15.1856;73.4605;20.5696
6690;36.066;68.8135;101.5438;57.8488
6691;45.4095;113.3712;116.8167;102.4014
6692;89.5153;153.1362;141.1661;163.8774
6693;103.0766;184.4322;155.8337;188.8803
6694;110.3825;187.4853;162.8314;189.1206
6695;100.172;171.1995;167.2937;173.052
6696;97.8317;157.22;167.6483;154.7422
6697;71.5431;151.0383;154.8487;151.1259
6698;68.0122;162.6556;137.331;164.5894
6699;73.408;156.2026;121.3303;154.2731
6700;72.1102;123.8495;96.4516;124.7668
6701;94.927;123.099;88.7946;125.5188
6702;121.4532;129.7759;90.7137;132.9885
6703;118.8918;124.9454;84.8991;117.0286
6704;105.8561;114.2583;73.1692;105.9243
6705;108.0367;109.7029;54.9348;85.6171
6706;108.7321;101.5018;61.7307;59.1908
6707;99.039;76.3448;52.9263;14.9374
6708;94.8114;44.5264;29.6686;0
6709;88.5439;20.6697;0;0
6710;57.9654;8.8344;0;0
6711;60.104;17.3724;0;0
6712;77.2432;34.6822;0.0407;0
6713;78.6106;54.732;32.2805;0
6714;88.4179;93.3417;88.0855;6.4912
6715;91.5013;147.5128;132.3772;102.3715
6716;123.7507;199.7047;167.7241;187.5779
6717;128.8224;213.9149;179.7231;213.571
6718;126.0897;206.1809;172.4065;214.2495
6719;125.7186;181.4178;148.3957;199.4923
6720;119.3513;159.79;128.4386;176.2879
6721;106.0765;159.4021;123.3205;176.5387
6722;103.7272;171.8901;132.1941;179.7674
6723;105.1669;169.3993;147.2062;163.18
6724;87.1252;151.4048;110.1972;146.0358
6725;84.2493;146.3661;103.5955;146.4661
6726;103.3065;161.9325;108.0426;155.3219
6727;125.1313;157.1163;98.2003;155.2099
6728;121.5376;176.6825;94.3529;191.9262
6729;103.784;178.3504;83.4559;173.6545
6730;114.8974;180.478;89.1915;148.8736
6731;106.4398;166.1914;75.1566;105.9547
6732;90.6891;152.3968;49.9397;52.3399
6733;63.8818;129.6056;20.8177;18.2714
6734;49.1278;110.4977;0;0
6735;74.8352;106.0339;3.0809;16.3405
6736;88.5463;111.0249;21.9707;45.6764
6737;101.0606;125.3716;54.6659;89.7956
6738;119.9024;149.7987;110.469;126.5031
6739;131.0659;171.7699;140.9424;156.389
6740;186.5385;191.3355;177.1603;208.8147
6741;207.9871;204.4774;192.7477;227.4718
6742;212.2354;206.5245;199.4188;229.3055
6743;205.239;200.4055;196.8229;227.3485
6744;198.2059;192.6283;199.0104;214.5391
6745;189.8767;186.9639;183.5851;222.0327
6746;187.0021;179.5811;163.8143;213.8642
6747;201.5609;185.9365;155.9493;208.1135
6748;204.5125;178.2348;142.8749;195.7586
6749;207.8728;175.0808;136.3053;202.2706
6750;215.4113;176.1565;134.872;213.3389
6751;218.8143;158.1756;126.711;200.1649
6752;216.2364;139.0474;130.1976;191.3797
6753;205.8432;128.858;132.3355;190.145
6754;207.1327;107.8431;128.4112;175.9596
6755;184.6748;83.4693;112.3547;151.4209
6756;160.1667;63.1947;83.1809;120.2912
6757;129.2848;39.7074;39.9532;78.5213
6758;103.5924;17.7535;4.5302;46.1578
6759;97.133;14.7862;0;50.5906
6760;111.4394;24.4853;0;66.8119
6761;132.8588;38.5549;6.4685;107.7135
6762;152.9707;68.5865;54.0911;154.2466
6763;166.9625;109.6164;108.6876;178.194
6764;191.8543;146.8895;155.3871;196.129
6765;208.5805;171.49;178.8795;213.8345
6766;212.1758;178.6412;179.2173;219.1326
6767;209.6659;167.4848;146.3938;212.6539
6768;206.3453;152.7951;109.5826;198.0653
6769;203.6277;131.5368;96.6858;188.398
6770;214.2659;128.6326;101.3996;186.748
6771;216.0385;115.943;115.7329;191.6758
6772;214.0108;75.1201;122.8595;180.2695
6773;214.611;87.2655;133.7832;187.0231
6774;226.8679;90.3922;146.8756;201.0475
6775;221.4947;70.9424;142.2411;198.5599
6776;216.6876;40.8808;124.3329;193.7807
6777;205.1741;3.8362;132.1768;177.2613
6778;191.617;0;138.5377;164.2684
6779;162.8464;0;116.7089;145.8239
6780;130.492;0;77.26;118.5227
6781;97.4178;0;34.34;72.2399
6782;62.8437;0;0;35.2811
6783;62.8699;0;0;41.4422
6784;89.1937;0;0;64.2259
6785;134.7532;0;10.0713;86.9492
6786;161.4659;13.0847;62.7501;116.8371
6787;175.3279;84.4693;122.8113;140.1309
6788;202.1836;130.3048;170.1279;168.3253
6789;224.8222;145.9825;179.2899;179.7221
6790;230.5211;132.8536;174.9704;169.2809
6791;228.9099;110.9387;154.9569;159.0413
6792;226.1255;114.6735;136.5159;170.6452
6793;216.6791;129.9367;127.1269;183.6922
6794;214.5862;132.3073;131.3157;196.0386
6795;209.2935;99.8372;129.0353;188.7052
6796;196.3036;47.8786;118.483;174.1829
6797;198.7554;30.1;109.2782;160.5829
6798;191.2636;36.1309;105.9131;160.4153
6799;197.6047;29.922;96.2872;149.077
6800;207.7377;13.3766;60.8474;145.085
6801;184.9784;27.0471;35.6795;141.4753
6802;150.7591;5.8774;19.8488;107.4944
6803;108.486;0;0;53.9737
6804;69.535;0;0;0
6805;33.1324;0;0;0
6806;4.516;0;0;0
6807;10.6404;0;0;0
6808;42.4846;0;0;0
6809;83.7281;0;0;0
6810;121.5885;42.9021;34.9174;59.8492
6811;167.304;86.0479;44.1415;124.0975
6812;214.2425;128.1499;77.4178;166.581
6813;229.303;158.3068;113.5021;182.3829
6814;228.6959;166.3656;142.6208;178.9423
6815;224.5106;166.5241;147.3627;169.2598
6816;217.5547;170.6676;157.3807;166.9615
6817;198.1208;161.7559;163.0927;162.4207
6818;201.3812;153.7921;166.3504;156.2644
6819;232.0752;131.7898;149.9077;152.08
6820;215.0578;95.7909;127.6297;147.8518
6821;205.8483;104.9547;167.653;143.2931
6822;212.7861;110.481;183.1765;144.5053
6823;219.0577;108.0058;188.2422;127.4827
6824;212.5221;113.6554;188.1071;131.4686
6825;185.0332;99.2143;165.3172;113.8345
6826;142.7602;69.4003;153.215;41.1098
6827;76.9906;30.7311;137.3695;0
6828;29.6074;0;111.5025;0
6829;0;0;72.5949;0
6830;0;0;56.5963;0
6831;0;0;64.1664;0
6832;0;6.5554;81.7806;0
6833;5.8204;44.23;111.3603;0
6834;59.7106;80.1276;143.5752;35.7269
6835;152.6451;115.2715;153.4272;106.6103
6836;192.3292;147.4041;189.8225;163.0417
6837;202.4211;168.3366;210.8827;175.3804
6838;194.5732;180.4694;222.3933;174.2992
6839;199.6577;176.571;214.0594;180.7051
6840;180.7742;173.1889;202.3603;194.127
6841;184.7371;163.7068;203.8482;193.4647
6842;186.2655;170.8381;205.9852;187.5805
6843;176.7745;160.418;205.5704;178.7428
6844;150.9531;118.5526;193.4004;134.6664
6845;146.8225;114.109;197.2749;124.7243
6846;156.2966;117.2174;198.7362;138.6994
6847;156.2179;117.1996;197.3405;125.4289
6848;138.9424;129.7917;193.2506;112.544
6849;125.5876;126.3472;185.4383;66.8875
6850;114.6562;111.5863;182.7001;31.3618
6851;90.5821;71.5585;166.1039;0
6852;66.6668;25.0805;145.7165;0
6853;33.9742;0;115.8379;0
6854;15.0279;0;80.9079;0
6855;29.547;0;79.1314;0
6856;42.0597;0;93.4135;0
6857;70.9016;0;120.2077;0
6858;104.2626;37.0813;149.8269;25.9357
6859;144.8379;85.0102;159.2159;66.602
6860;189.8368;146.3548;175.8167;107.2455
6861;215.2357;179.9832;201.2581;134.1719
6862;226.9261;179.8947;211.4176;156.0088
6863;226.9641;145.7014;208.4641;169.2694
6864;221.7006;119.7745;198.692;174.8975
6865;199.9463;121.2553;190.6881;162.3234
6866;185.7272;147.6235;194.5892;168.649
6867;173.5607;153.6596;190.7681;160.7868
6868;147.7288;116.3272;175.2596;120.9417
6869;148.0376;104.5993;183.6042;119.2362
6870;152.884;116.5055;195.3112;132.4005
6871;125.8153;105.8456;189.2604;125.3582
6872;103.4913;122.4789;177.6256;151.7539
6873;117.8398;105.5164;156.6564;127.7212
6874;107.7192;95.8244;142.6808;108.6905
6875;86.9953;69.0406;119.6298;56.969
6876;67.8379;30.3786;77.8883;23.336
6877;51.3558;3.6012;35.6702;0
6878;33.6691;0;15.7454;0
6879;34.0307;0;17.7484;0
6880;50.8163;1.8115;41.2256;0
6881;90.7632;37.6268;73.216;0
6882;129.1248;82.611;113.1031;37.049
6883;160.0526;114.6453;143.6187;86.0008
6884;204.1529;152.9437;175.0212;138.4961
6885;219.4743;181.474;194.683;185.4179
6886;223.858;194.0696;199.8949;188.3386
6887;225.299;191.5448;195.4849;179.551
6888;222.5408;180.5431;188.8875;174.7735
6889;211.1874;169.8641;177.3365;164.665
6890;200.4079;176.1837;180.8268;171.8344
6891;207.0994;177.7267;167.3864;176.375
6892;209.4313;169.9345;149.7442;182.9528
6893;198.3058;159.1949;141.9127;172.4852
6894;203.7197;152.4075;146.373;174.5851
6895;184.9565;128.1782;135.4072;156.3739
6896;172.4278;112.8841;136.1217;158.8494
6897;164.2185;112.3927;127.5148;144.1531
6898;150.9236;103.7063;107.1232;106.0394
6899;125.0316;80.6926;66.7574;47.2381
6900;97.5785;43.9137;14.3885;0
6901;66.3172;2.3169;0;0
6902;39.2902;0;0;0
6903;44.7575;0;0;0
6904;61.195;0;13.7385;0
6905;91.4339;9.7636;38.2321;0
6906;122.4781;55.4823;87.3672;0
6907;155.2004;108.4954;125.9437;75.9529
6908;192.0395;138.014;162.0937;153.9608
6909;215.2096;165.9701;178.1991;179.3248
6910;224.1678;165.0754;182.6794;184.5079
6911;220.8677;164.1744;174.8015;169.6123
6912;211.254;173.9562;167.7803;151.5102
6913;199.1694;170.9065;160.3687;142.1509
6914;190.0224;170.3319;155.2756;157.4263
6915;182.4886;154.3662;137.3195;160.2151
6916;164.317;141.197;115.5626;131.4825
6917;146.3594;141.2364;110.0599;139.0899
6918;147.7819;159.7036;115.2729;155.0493
6919;120.2363;174.42;100.92;140.8547
6920;103.8775;185.7236;80.3004;143.6787
6921;87.64;141.5155;75.9847;96.7287
6922;92.6574;113.5061;64.9444;45.0249
6923;73.2778;62.5141;38.5516;0
6924;43.6905;20.1076;11.3053;0
6925;17.5298;0;0;0
6926;0;0;0;0
6927;0;0;0;0
6928;2.1505;0;17.9562;0
6929;23.0165;19.8835;51.6936;24.3787
6930;45.6634;64.0954;95.2618;68.5644
6931;90.2658;92.1768;121.1665;99.6456
6932;123.3867;132.7456;150.5928;129.5239
6933;140.614;162.9048;165.8864;141.0662
6934;140.8492;172.4271;168.7756;137.0035
6935;122.6349;163.416;168.3854;149.355
6936;105.1855;144.6352;172.2463;173.2084
6937;88.927;158.1385;174.0379;180.0644
6938;87.4279;167.7849;175.2238;180.8815
6939;84.2171;156.6748;162.4403;176.1864
6940;67.5507;135.7423;124.8795;142.8425
6941;52.2151;130.9311;103.2329;134.2309
6942;67.7542;140.0137;107.8062;134.4035
6943;81.8043;138.1915;87.6004;118.0075
6944;80.5433;135.636;80.8639;118.7572
6945;81.808;119.61;72.3499;94.3696
6946;54.7762;103.1945;65.8947;76.8068
6947;17.0865;74.2459;42.1469;43.2921
6948;0;43.8216;18.8161;22.0591
6949;0;23.6139;0;0
6950;0;7.748;0;0
6951;0;7.7128;0;0
6952;0;25.1499;0;0
6953;0;45.2357;16.395;22.6171
6954;0;79.143;71.5166;61.9447
6955;16.5314;104.0691;122.9397;88.8627
6956;73.1383;137.4315;170.2493;117.2082
6957;97.5586;166.4913;191.8619;156.04
6958;108.3481;178.2259;199.1799;184.5091
6959;97.4299;168.2686;195.8633;197.6884
6960;76.1583;152.8723;201.9738;190.2411
6961;69.2986;143.982;196.7996;174.3397
6962;80.3605;155.672;201.442;168.1609
6963;86.2155;165.0037;187.7203;161.3619
6964;62.0329;140.0858;165.7176;140.0746
6965;48.7908;136.1558;156.638;139.4158
6966;53.4697;140.7127;153.5158;156.448
6967;32.3667;129.1807;122.0346;136.3757
6968;13.5847;120.2284;138.3886;160.4688
6969;0;118.951;112.0718;153.7228
6970;0;101.3797;98.766;123.1339
6971;0;66.3447;63.712;81.8361
6972;0;35.5044;41.3829;41.9263
6973;0;10.5518;6.7076;17.4907
6974;0;0;0;6.038
6975;0;8.6078;0;21.3478
6976;0;29.952;0;37.4179
6977;0;59.6683;16.471;69.928
6978;41.1362;89.8281;84.8533;104.2793
6979;145.2931;98.7947;133.1918;115.4928
6980;196.8423;123.2295;169.7647;141.788
6981;217.8865;163.6497;181.4116;180.2536
6982;218.8521;167.8569;182.0525;189.584
6983;218.8516;148.8885;167.8189;179.0529
6984;211.1674;140.8819;158.4353;173.4073
6985;197.4085;150.258;159.2527;169.7269
6986;192.389;163.5708;156.4372;172.6449
6987;176.6668;161.1526;156.1657;166.0255
6988;146.8219;148.1911;149.2457;136.6828
6989;136.2126;134.9457;149.8978;132.2698
6990;141.0727;132.5778;155.3446;151.5325
6991;125.0354;121.5676;129.1959;159.7585
6992;133.3698;134.6428;111.514;175.0959
6993;96.4024;128.595;90.7171;137.6048
6994;60.109;122.1173;84.4432;103.6576
6995;4.5006;108.9529;80.1098;50.7487
6996;0;87.5146;53.7358;5.2607
6997;0;57.8679;8.5007;0
6998;0;27.925;0;0
6999;0;19.745;0;0
7000;0;31.3067;0;0
7001;0;62.7626;40.4384;33.7579
7002;44.8082;103.5073;95.0743;95.4334
7003;128.9216;120.4488;126.6287;123.8596
7004;188.7474;139.3924;167.8122;150.2542
7005;200.4396;168.2818;189.7399;168.0835
7006;199.0938;172.5015;195.355;171.0717
7007;198.4527;167.398;194.2326;161.6039
7008;195.2988;169.9117;186.0832;148.0335
7009;183.6697;160.2276;178.9441;143.332
7010;192.7494;157.2304;171.8104;159.1017
7011;181.7302;149.666;164.9828;159.1913
7012;141.4149;132.8704;150.6748;113.5226
7013;114.1598;140.0669;154.4758;82.5201
7014;115.9603;152.1429;161.9115;83.0332
7015;87.9236;154.368;169.8759;67.4689
7016;110.2339;161.7145;174.6108;63.4932
7017;61.9544;144.6873;162.5088;35.4855
7018;20.104;134.7085;141.7529;18.541
7019;0;105.0423;115.8356;0
7020;0;79.4387;89.1455;0
7021;0;37.9766;52.9033;0
7022;0;8.3567;19.0151;0
7023;0;9.424;6.8156;0
7024;0;31.5997;11.7106;0
7025;0;58.5266;35.3724;0
7026;54.3277;98.4589;97.0164;10.431
7027;99.7083;120.1518;117.7366;46.3405
7028;127.9929;148.7897;153.7288;104.622
7029;149.5393;165.4437;186.3652;122.4583
7030;154.9237;179.2744;194.3919;119.4127
7031;158.7997;185.7249;185.8296;104.5837
7032;156.8968;184.6396;181.9514;88.2793
7033;156.3181;178.3132;184.5038;70.4563
7034;156.0032;185.8384;187.362;75.466
7035;160.1674;185.754;185.0064;94.0764
7036;129.2099;166.0925;185.5951;108.4077
7037;114.8224;157.8491;178.6014;118.4275
7038;116.413;168.5925;184.3204;134.1667
7039;117.6349;156.5984;173.5583;125.0048
7040;105.9344;163.3507;156.571;140.6181
7041;63.6222;143.5364;152.6409;101.2729
7042;24.9512;118.5658;149.0844;70.9746
7043;0;75.7247;130.7852;42.0732
7044;0;35.297;94.1672;19.6465
7045;0;0;48.4433;4.3594
7046;0;0;1.9201;0
7047;0;0;0;0
7048;0;0;0;0
7049;0;13.5035;38.2759;31.7745
7050;67.9215;73.8089;96.9886;55.9861
7051;117.3655;126.028;151.0089;138.9083
7052;160.159;153.103;185.3624;185.1886
7053;163.5694;183.044;195.7918;210.3264
7054;119.1283;206.7356;190.5044;216.1465
7055;108.5822;209.9701;182.8279;196.248
7056;150.4642;198.3948;186.7371;178.2519
7057;177.3245;183.4177;183.7049;167.4784
7058;179.3827;183.0677;189.4751;167.4355
7059;169.2634;196.5804;189.7701;173.9254
7060;130.1515;169.9775;189.753;151.9828
7061;129.9146;158.6788;189.7372;142.5037
7062;130.3051;171.8144;194.2723;149.4042
7063;125.6967;159.9771;197.122;147.6781
7064;93.0271;171.1963;204.6705;166.1088
7065;103.9557;142.9139;178.7019;163.4317
7066;80.1706;105.564;155.6269;146.0403
7067;39.4147;53.495;109.8189;104.5625
7068;8.8112;0;65.008;55.8112
7069;0;0;24.0854;1.1522
7070;0;0;0;0
7071;0;0;0;0
7072;0;0;0;0
7073;11.6074;0;16.5046;0
7074;77.4292;63.7451;60.9969;52.2553
7075;124.5304;122.4138;119.5538;114.7858
7076;168.207;165.5139;181.3154;180.4927
7077;180.75;173.2137;207.1191;207.9883
7078;190.1159;159.8725;210.1596;200.9872
7079;175.5669;154.8603;208.0546;156.4272
7080;154.0744;162.8444;201.945;137.3143
7081;145.9823;155.6294;198.0752;159.2507
7082;172.474;152.4728;200.8145;185.6242
7083;173.2717;143.9758;203.7547;199.7615
7084;138.1067;104.1197;191.446;179.6156
7085;114.1021;80.8393;187.0475;176.6726
7086;116.4233;94.672;195.4288;188.9078
7087;104.4425;109.4693;182.0426;180.3836
7088;95.0289;125.165;159.1713;148.3967
7089;103.4179;101.2334;147.0585;139.2436
7090;108.431;57.7058;150.4108;96.2569
7091;84.0138;5.3002;119.6897;35.8361
7092;60.5382;0;88.7296;0
7093;36.5014;0;46.1306;0
7094;17.9083;0;10.5694;0
7095;18.1225;0;6.4243;0
7096;24.481;0;14.8636;0
7097;30.2289;0;34.6565;0
7098;65.3982;48.1933;76.5374;23.2033
7099;117.9984;133.6533;83.2766;103.9831
7100;176.124;179.2834;128.9989;149.7013
7101;189.1736;195.6775;170.6342;190.8347
7102;172.7794;188.8312;196.1499;200.3325
7103;135.1846;169.2943;198.5778;196.6403
7104;100.2469;164.286;197.9511;189.3774
7105;83.8165;172.1883;185.9917;182.0654
7106;81.1541;173.8016;190.1829;197.4053
7107;85.3348;174.8626;203.5772;211.2382
7108;92.999;160.3503;195.0556;189.5636
7109;104.486;145.6105;182.2234;184.2756
7110;119.5029;136.0006;189.88;194.5897
7111;120.9595;127.2973;187.9258;182.129
7112;95.068;142.5195;184.193;178.7765
7113;71.2133;123.481;152.653;161.089
7114;57.7486;96.3599;130.9577;135.7347
7115;52.6267;42.2702;97.5818;90.9173
7116;42.3307;0;59.0836;57.0317
7117;15.3613;0;16.3909;30.1466
7118;0;0;0;0
7119;0;0;0;4.7068
7120;0;0;0;14.9959
7121;0;32.5926;2.4137;46.2481
7122;6.0211;92.1448;50.4928;93.6802
7123;20.8515;152.9386;93.2341;146.6455
7124;54.6376;180.7435;139.7039;189.6536
7125;91.6638;204.9285;154.6544;219.7954
7126;123.7451;214.1004;168.9549;224.9578
7127;125.4579;216.9285;175.5931;216.2361
7128;117.6424;211.0656;186.9935;202.5604
7129;113.5134;207.8684;180.8834;192.8824
7130;122.9062;206.1089;171.4149;204.4986
7131;120.2257;198.6658;162.7465;220.0252
7132;100.2427;186.7858;141.0108;216.7823
7133;94.1443;189.9088;134.7531;218.9602
7134;101.306;208.546;128.6359;225.4974
7135;97.4538;211.3586;104.2917;204.6853
7136;116.397;215.7922;96.745;205.1529
7137;96.1462;208.2413;80.814;192.6422
7138;75.9342;201.0089;44.282;190.4026
7139;42.7017;172.9492;0;164.6395
7140;11.9981;134.6252;0;130.0096
7141;0;102.1541;0;91.6312
7142;0;89.4587;0;60.5899
