i,j,h,s,f_mw
1,3,123,2,-37.6605753864
1,3,123,3,-39.2520931219
1,3,124,1,-37.8604588974
1,3,124,2,-39.2000217701
1,3,124,3,-38.6251851074
1,3,125,1,-38.0259384501
1,3,125,2,-40.1271081863
1,3,125,3,-38.9367932528
1,3,126,1,-37.2709141405
1,3,126,2,-36.7073517415
1,3,126,3,-38.3441557440
1,3,127,1,-38.4942631842
1,3,127,2,-39.7651459447
1,3,127,3,-39.7304087985
1,3,128,1,-38.4736072603
1,3,128,2,-39.6683470461
1,3,128,3,-39.2946835368
1,3,129,1,-39.0230167231
1,3,129,2,-40.7196299747
1,3,129,3,-42.4300609362
1,3,130,1,-39.2112099975
1,3,130,2,-41.1694348215
1,3,130,3,-35.4176240346
1,3,131,1,-39.2584020600
1,3,131,2,-40.8447777309
1,3,131,3,-36.6879373583
1,3,132,1,-41.2246272213
1,3,132,2,-38.1011901626
1,3,132,3,-37.4140532014
1,3,133,1,-39.8199794984
1,3,133,2,-35.7574940840
1,3,133,3,-38.8811783510
1,3,134,1,-38.6441303971
1,3,134,2,-37.6893620374
1,3,134,3,-41.5521738334
1,3,135,1,-38.4529970548
1,3,135,2,-40.9696424525
1,3,135,3,-39.1562798284
1,3,136,1,-38.8458694157
1,3,136,2,-41.7632410911
1,3,136,3,-42.0422814040
1,3,137,1,-37.8847994046
1,3,137,2,-39.5116044172
1,3,137,3,-37.2428375982
1,3,138,1,-33.0011828095
1,3,138,2,-40.3253733757
1,3,138,3,-40.0048170733
1,3,139,1,-38.6766278140
1,3,139,2,-40.3169776323
1,3,139,3,-39.7269499691
1,3,140,1,-39.6871758063
1,3,140,2,-40.2218623467
1,3,140,3,-40.1933358160
1,3,141,1,-40.7336786440
1,3,141,2,-35.2282296914
1,3,141,3,-39.8086246145
1,3,142,1,-39.0395540028
1,3,142,2,-39.8688948311
1,3,142,3,-39.7714481532
1,3,143,1,-39.3451810002
1,3,143,2,-40.0805264714
1,3,143,3,-34.3287221253
1,3,144,1,-38.5856478675
1,3,144,2,-40.3441998143
1,3,144,3,-39.3852335767
1,3,145,1,-37.4183611437
1,3,145,2,-39.6639143340
1,3,145,3,-39.1847713195
1,3,146,1,-37.3361853221
1,3,146,2,-38.2158964814
1,3,146,3,-38.7081127089
1,3,147,1,-36.9834777054
1,3,147,2,-38.2898933106
1,3,147,3,-38.1844333914
1,3,148,1,-36.5449139494
1,3,148,2,-35.8526633202
1,3,148,3,-37.8754249945
1,3,149,1,-37.3190106400
1,3,149,2,-39.4986443797
1,3,149,3,-37.2695189717
1,3,150,1,-38.0045549541
1,3,150,2,-40.1141466416
1,3,150,3,-38.0839485235
1,3,151,1,-37.5853018466
1,3,151,2,-37.3868010039
1,3,151,3,-37.8372128614
1,3,152,1,-40.2745716281
1,3,152,2,-38.3889401545
1,3,152,3,-39.1120884665
1,3,153,1,-38.6645910608
1,3,153,2,-36.4356610103
1,3,153,3,-39.2153601302
1,3,154,1,-39.0480237779
1,3,154,2,-34.6615912528
1,3,154,3,-38.8332585572
1,3,155,1,-39.9603431588
1,3,155,2,-36.4067562250
1,3,155,3,-38.3286666437
1,3,156,1,-39.3710611104
1,3,156,2,-38.3001285531
1,3,156,3,-39.9754317513
1,3,157,1,-40.1983297877
1,3,157,2,-38.9764005759
1,3,157,3,-39.0307575740
1,3,158,1,-38.8351224635
1,3,158,2,-40.0707284966
1,3,158,3,-40.0278522656
1,3,159,1,-38.4417729256
1,3,159,2,-39.3444240086
1,3,159,3,-40.2108971892
1,3,160,1,-37.6918805208
1,3,160,2,-39.2866129769
1,3,160,3,-39.8041060265
1,3,161,1,-38.4927288002
1,3,161,2,-40.0752863386
1,3,161,3,-39.0432647859
1,3,162,1,-37.6598694354
1,3,162,2,-38.7805240400
1,3,162,3,-39.3227701128
1,3,163,1,-38.1986249888
1,3,163,2,-38.9760759406
1,3,163,3,-39.4782239676
1,3,164,1,-36.8493075021
1,3,164,2,-39.5315907391
1,3,164,3,-39.5597919430
1,3,165,1,-38.0398918705
1,3,165,2,-39.6165950076
1,3,165,3,-38.5671420970
1,3,166,1,-36.7982868247
1,3,166,2,-39.4825772443
1,3,166,3,-38.8619262946
1,3,167,1,-37.5882943517
1,3,167,2,-39.0791593072
1,3,167,3,-38.3944953431
1,3,168,1,-37.5102509871
1,3,168,2,-38.1909122684
1,3,168,3,-39.9566217927
2,12,1,1,-31.2135115191
2,12,1,2,-35.5473340079
2,12,1,3,-30.6513720287
2,12,2,1,-31.2535278914
2,12,2,2,-30.7546576083
2,12,2,3,-31.1299438725
2,12,3,1,-33.0376879048
2,12,3,2,-31.7110630161
2,12,3,3,-31.6388730470
2,12,4,1,-34.1505999715
2,12,4,2,-34.6413700082
2,12,4,3,-31.2261559902
2,12,5,1,-30.7695090077
2,12,5,2,-33.6867721090
2,12,5,3,-30.6399221790
2,12,6,1,-30.1500522093
2,12,6,2,-35.7560720979
2,12,6,3,-30.7145532722
2,12,7,1,-30.0084193453
2,12,7,2,-32.9475085852
2,12,7,3,-32.4300117900
2,12,8,1,-31.7286694238
2,12,8,2,-33.2567774784
2,12,8,3,-31.7058052800
2,12,9,1,-33.2301138696
2,12,9,2,-35.7718865147
2,12,9,3,-30.9732309573
2,12,10,1,-31.9762264433
2,12,10,2,-32.0807756199
2,12,10,3,-29.7841126929
2,12,11,1,-32.6250619596
2,12,11,2,-33.1415782337
2,12,11,3,-35.6210532226
2,12,12,1,-34.2375696622
2,12,12,2,-40.0459558483
2,12,12,3,-31.8128579325
2,12,13,1,-34.5988365717
2,12,13,2,-33.2462992529
2,12,13,3,-31.2264701572
2,12,14,1,-31.0381186041
2,12,14,2,-32.0881202625
2,12,14,3,-31.4204560803
2,12,15,1,-30.4945978038
2,12,15,2,-31.7822364769
2,12,15,3,-30.2664368533
2,12,16,1,-30.8040774935
2,12,16,2,-31.0535928619
2,12,16,3,-30.4188589300
2,12,17,1,-31.6605934834
2,12,17,2,-30.5155656284
2,12,17,3,-31.0791955319
2,12,18,1,-32.1336521019
2,12,18,2,-37.4381129281
2,12,18,3,-31.7903754651
2,12,19,1,-37.7616451323
2,12,19,2,-31.9195855304
2,12,19,3,-33.0044291944
2,12,20,1,-31.3345900466
2,12,20,2,-31.4662688278
2,12,20,3,-33.1910259172
2,12,21,1,-32.1343155306
2,12,21,2,-30.6367395479
2,12,21,3,-32.2144153872
2,12,22,1,-30.5822496214
2,12,22,2,-33.1177718726
2,12,22,3,-33.0152123848
2,12,23,1,-32.0799309445
2,12,23,2,-30.8256253450
2,12,23,3,-32.6604639619
2,12,24,1,-30.7378025071
2,12,24,2,-31.1286410756
2,12,24,3,-32.4051948032
2,12,25,1,-34.8067902660
2,12,25,2,-30.8066838405
2,12,25,3,-32.6951926561
2,12,26,1,-30.5061861865
2,12,26,2,-30.9227880468
2,12,26,3,-32.9674201052
2,12,27,1,-30.4763822023
2,12,27,2,-30.4530124504
2,12,27,3,-33.5645899555
2,12,28,1,-32.1762272326
2,12,28,2,-35.1257784641
2,12,28,3,-32.4500218126
2,12,29,1,-32.7582665348
2,12,29,2,-32.3010784977
2,12,29,3,-31.4634202747
2,12,30,1,-34.4461697612
2,12,30,2,-30.7146070854
2,12,30,3,-32.6181010012
2,12,31,1,-33.9028668745
2,12,31,2,-30.3041802964
2,12,31,3,-32.5796267302
2,12,32,1,-31.5045421434
2,12,32,2,-31.3901981828
2,12,32,3,-32.5254041959
2,12,33,1,-31.6922725031
2,12,33,2,-30.4881740126
2,12,33,3,-31.1694979790
2,12,34,1,-31.3928755240
2,12,34,2,-31.7692684389
2,12,34,3,-35.6605214226
2,12,35,1,-31.0385499781
2,12,35,2,-29.3337001483
2,12,35,3,-30.8789904808
2,12,36,1,-31.2360255670
2,12,36,2,-27.2689983070
2,12,36,3,-32.2527888282
2,12,37,1,-29.6332830903
2,12,37,2,-31.2518701833
2,12,37,3,-31.9746743348
2,12,38,1,-32.0125192732
2,12,38,2,-30.4176755309
2,12,38,3,-32.4270680887
2,12,39,1,-31.7313371838
2,12,39,2,-31.4322947408
2,12,39,3,-32.9656111858
2,12,40,1,-32.5395330819
2,12,40,2,-32.1512842800
2,12,40,3,-32.5407994377
2,12,41,1,-33.1635679103
2,12,41,2,-32.6284538296
2,12,41,3,-32.1141523028
2,12,42,1,-34.8658836510
2,12,42,2,-31.7659533714
2,12,42,3,-32.7277175790
2,12,43,1,-33.0201473517
2,12,43,2,-31.6267829479
2,12,43,3,-33.4691161464
2,12,44,1,-32.8459725775
2,12,44,2,-31.9173610557
2,12,44,3,-32.9353516773
2,12,45,1,-32.6978869251
2,12,45,2,-32.8284947037
2,12,45,3,-33.3117292783
2,12,46,1,-31.6789412713
2,12,46,2,-31.6576888401
2,12,46,3,-32.5852063605
2,12,47,1,-30.4286512266
2,12,47,2,-30.9087700230
2,12,47,3,-32.7527464445
2,12,48,1,-29.8177964359
2,12,48,2,-30.8630723681
2,12,48,3,-31.6706089283
2,12,49,1,-31.1264812286
2,12,49,2,-29.8700331986
2,12,49,3,-33.1396012739
2,12,50,1,-31.9226719085
2,12,50,2,-30.8186910020
2,12,50,3,-30.7352072084
2,12,51,1,-31.8885763264
2,12,51,2,-30.5469128598
2,12,51,3,-30.6179022011
2,12,52,1,-31.7544287136
2,12,52,2,-30.7120847789
2,12,52,3,-31.1045175720
2,12,53,1,-32.3522972074
2,12,53,2,-31.1388410505
2,12,53,3,-31.6028816515
2,12,54,1,-30.8603921496
2,12,54,2,-32.4952022942
2,12,54,3,-32.3963300661
2,12,55,1,-31.9297176492
2,12,55,2,-30.3251455120
2,12,55,3,-32.1712353984
2,12,56,1,-32.9435010265
2,12,56,2,-31.5606067942
2,12,56,3,-31.3720001457
2,12,57,1,-33.7694522476
2,12,57,2,-32.2363790741
2,12,57,3,-31.0332270801
2,12,58,1,-34.6288069575
2,12,58,2,-31.8122007126
2,12,58,3,-31.5922267751
2,12,59,1,-33.9540044102
2,12,59,2,-30.5163510137
2,12,59,3,-34.2895124146
2,12,60,1,-32.9483575512
2,12,60,2,-31.3966178258
2,12,60,3,-30.6255245736
2,12,61,1,-32.8668836850
2,12,61,2,-30.6463676526
2,12,61,3,-32.1037972331
2,12,62,1,-30.9425403086
2,12,62,2,-30.9407379984
2,12,62,3,-31.7310033016
2,12,63,1,-31.2892616924
2,12,63,2,-35.4409859773
2,12,63,3,-31.5336454340
2,12,64,1,-32.3614621096
2,12,64,2,-33.4884089196
2,12,64,3,-31.8949540496
2,12,65,1,-31.4943511452
2,12,65,2,-32.2339242779
2,12,65,3,-31.6547143577
2,12,66,1,-31.3716387287
2,12,66,2,-31.5528424523
2,12,66,3,-31.7776402241
2,12,67,1,-31.5087491448
2,12,67,2,-32.5901497848
2,12,67,3,-31.0217817886
2,12,68,1,-30.5458719827
2,12,68,2,-32.0870920245
2,12,68,3,-35.1432369788
2,12,69,1,-30.6517606385
2,12,69,2,-31.7727188733
2,12,69,3,-31.0424703443
2,12,70,1,-30.7168513523
2,12,70,2,-30.7076825086
2,12,70,3,-31.2018086871
2,12,71,1,-30.8811687121
2,12,71,2,-30.3396884167
2,12,71,3,-32.0098591410
2,12,72,1,-31.1250355474
2,12,72,2,-31.5168410111
2,12,72,3,-32.4458419159
2,12,73,1,-30.6188500311
2,12,73,2,-32.8170120918
2,12,73,3,-32.0341609106
2,12,74,1,-31.2553053172
2,12,74,2,-32.1749434171
2,12,74,3,-33.4417429230
2,12,75,1,-31.8578730623
2,12,75,2,-33.2239582657
2,12,75,3,-33.0850042037
2,12,76,1,-31.5155674247
2,12,76,2,-30.3104508541
2,12,76,3,-32.9653356715
2,12,77,1,-31.3166852146
2,12,77,2,-30.4757520233
2,12,77,3,-32.5839388940
2,12,78,1,-30.7164663419
2,12,78,2,-30.9452307381
2,12,78,3,-33.3851009604
2,12,79,1,-30.2395402861
2,12,79,2,-32.0681720074
2,12,79,3,-33.1182749020
2,12,80,1,-29.4020293732
2,12,80,2,-33.1861823961
2,12,80,3,-31.2158452890
2,12,81,1,-31.0872717931
2,12,81,2,-34.5848660345
2,12,81,3,-31.3708509477
2,12,82,1,-33.0832197548
2,12,82,2,-33.1906953293
2,12,82,3,-34.8359163839
2,12,83,1,-33.6726760718
2,12,83,2,-35.7035326083
2,12,83,3,-35.3842700243
2,12,84,1,-33.1550051051
2,12,84,2,-35.3721178727
2,12,84,3,-29.5869874560
2,12,85,1,-31.7062166443
2,12,85,2,-33.0825320880
2,12,85,3,-30.6813638181
2,12,86,1,-30.8403154452
2,12,86,2,-32.6382033400
2,12,86,3,-31.6037953477
2,12,87,1,-30.6958199702
2,12,87,2,-32.6753114115
2,12,87,3,-30.8986105593
2,12,88,1,-30.6999795917
2,12,88,2,-30.3291322858
2,12,88,3,-33.2809329085
2,12,89,1,-31.4345734504
2,12,89,2,-32.1880516290
2,12,89,3,-33.0446023012
2,12,90,1,-31.5767723894
2,12,90,2,-33.7883961229
2,12,90,3,-32.9742085584
2,12,91,1,-31.6344226649
2,12,91,2,-31.0801307831
2,12,91,3,-32.2094828633
2,12,92,1,-33.1556009245
2,12,92,2,-34.0853797519
2,12,92,3,-31.1180350705
2,12,93,1,-32.2160217708
2,12,93,2,-31.2091595074
2,12,93,3,-31.8945285004
2,12,94,1,-31.2833218125
2,12,94,2,-30.8622758022
2,12,94,3,-30.7774960651
2,12,95,1,-30.4520562340
2,12,95,2,-35.6885325954
2,12,95,3,-32.1668213964
2,12,96,1,-31.8510572691
2,12,96,2,-30.5250341008
2,12,96,3,-31.8711333417
2,12,97,1,-30.8911775952
2,12,97,2,-29.4756019181
2,12,97,3,-31.8219351830
2,12,98,1,-31.9650712493
2,12,98,2,-35.4399379768
2,12,98,3,-31.4006661519
2,12,99,1,-31.6498332031
2,12,99,2,-35.5444078809
2,12,99,3,-31.6150296105
2,12,100,1,-31.0551239276
2,12,100,2,-33.1479363190
2,12,100,3,-31.6244231369
2,12,101,1,-31.8921057356
2,12,101,2,-32.6565043983
2,12,101,3,-31.6088158620
2,12,102,1,-35.2536610289
2,12,102,2,-31.7265857057
2,12,102,3,-34.0339391273
2,12,103,1,-34.6126274533
2,12,103,2,-33.1925462458
2,12,103,3,-34.1168578146
2,12,104,1,-34.9212319377
2,12,104,2,-31.1302105827
2,12,104,3,-34.1159701906
2,12,105,1,-31.9915120495
2,12,105,2,-31.2017503600
2,12,105,3,-34.7786611563
2,12,106,1,-31.3617370960
2,12,106,2,-32.8085635932
2,12,106,3,-34.3836222772
2,12,107,1,-31.1311231319
2,12,107,2,-32.1190564511
2,12,107,3,-34.6475641375
2,12,108,1,-32.0670602622
2,12,108,2,-31.4509932697
2,12,108,3,-28.7559616490
2,12,109,1,-31.3534599111
2,12,109,2,-32.3101655551
2,12,109,3,-32.0002514504
2,12,110,1,-30.5545928964
2,12,110,2,-32.6879518173
2,12,110,3,-35.4930213019
2,12,111,1,-30.9234216643
2,12,111,2,-32.8479121507
2,12,111,3,-28.1319252921
2,12,112,1,-30.2386931076
2,12,112,2,-35.4802884485
2,12,112,3,-32.6339562629
2,12,113,1,-30.5034566867
2,12,113,2,-33.0370055251
2,12,113,3,-32.2987508728
2,12,114,1,-38.4624074137
2,12,114,2,-33.4118579163
2,12,114,3,-33.1563213428
2,12,115,1,-32.6026009518
2,12,115,2,-31.4518317622
2,12,115,3,-32.2380005121
2,12,116,1,-31.7532661709
2,12,116,2,-30.6376811806
2,12,116,3,-33.3193100852
2,12,117,1,-31.7928578151
2,12,117,2,-32.3027767793
2,12,117,3,-33.3136651046
2,12,118,1,-32.1416648528
2,12,118,2,-35.6934635862
2,12,118,3,-33.0322553679
2,12,119,1,-31.4412517968
2,12,119,2,-30.0203950621
2,12,119,3,-32.5288504384
2,12,120,1,-30.2961137013
2,12,120,2,-30.9352295768
2,12,120,3,-32.7859011385
2,12,121,1,-30.9874464164
2,12,121,2,-30.3762522418
2,12,121,3,-35.5398724251
2,12,122,1,-31.3262486804
2,12,122,2,-33.2105752074
2,12,122,3,-31.9933901296
2,12,123,1,-32.3402789962
2,12,123,2,-33.3394246136
2,12,123,3,-31.7479068781
2,12,124,1,-33.1395411026
2,12,124,2,-31.7999782299
2,12,124,3,-32.3748148926
2,12,125,1,-32.9740615499
2,12,125,2,-30.8728918137
2,12,125,3,-32.0632067472
2,12,126,1,-33.7290858595
2,12,126,2,-34.2926482585
2,12,126,3,-32.6558442560
2,12,127,1,-32.5057368158
2,12,127,2,-31.2348540553
2,12,127,3,-31.2695912015
2,12,128,1,-32.5263927397
2,12,128,2,-31.3316529539
2,12,128,3,-31.7053164632
2,12,129,1,-31.9769832769
2,12,129,2,-30.2803700253
2,12,129,3,-28.5699390638
2,12,130,1,-31.7887900025
2,12,130,2,-29.8305651785
2,12,130,3,-35.5823759654
2,12,131,1,-31.7415979400
2,12,131,2,-30.1552222691
2,12,131,3,-34.3120626417
2,12,132,1,-29.7753727787
2,12,132,2,-32.8988098374
2,12,132,3,-33.5859467986
2,12,133,1,-31.1800205016
2,12,133,2,-35.2425059160
2,12,133,3,-32.1188216490
2,12,134,1,-32.3558696029
2,12,134,2,-33.3106379626
2,12,134,3,-29.4478261666
2,12,135,1,-32.5470029452
2,12,135,2,-30.0303575475
2,12,135,3,-31.8437201716
2,12,136,1,-32.1541305843
2,12,136,2,-29.2367589089
2,12,136,3,-28.9577185960
2,12,137,1,-33.1152005954
2,12,137,2,-31.4883955828
2,12,137,3,-33.7571624018
2,12,138,1,-37.9988171905
2,12,138,2,-30.6746266243
2,12,138,3,-30.9951829267
2,12,139,1,-32.3233721860
2,12,139,2,-30.6830223677
2,12,139,3,-31.2730500309
2,12,140,1,-31.3128241937
2,12,140,2,-30.7781376533
2,12,140,3,-30.8066641840
2,12,141,1,-30.2663213560
2,12,141,2,-35.7717703086
2,12,141,3,-31.1913753855
2,12,142,1,-31.9604459972
2,12,142,2,-31.1311051689
2,12,142,3,-31.2285518468
2,12,143,1,-31.6548189998
2,12,143,2,-30.9194735286
2,12,143,3,-36.6712778747
2,12,144,1,-32.4143521325
2,12,144,2,-30.6558001857
2,12,144,3,-31.6147664233
2,12,145,1,-33.5816388563
2,12,145,2,-31.3360856660
2,12,145,3,-31.8152286805
2,12,146,1,-33.6638146779
2,12,146,2,-32.7841035186
2,12,146,3,-32.2918872911
2,12,147,1,-34.0165222946
2,12,147,2,-32.7101066894
2,12,147,3,-32.8155666086
2,12,148,1,-34.4550860506
2,12,148,2,-35.1473366798
2,12,148,3,-33.1245750055
2,12,149,1,-33.6809893600
2,12,149,2,-31.5013556203
2,12,149,3,-33.7304810283
2,12,150,1,-32.9954450459
2,12,150,2,-30.8858533584
2,12,150,3,-32.9160514765
2,12,151,1,-33.4146981534
2,12,151,2,-33.6131989961
2,12,151,3,-33.1627871386
2,12,152,1,-30.7254283719
2,12,152,2,-32.6110598455
2,12,152,3,-31.8879115335
2,12,153,1,-32.3354089392
2,12,153,2,-34.5643389897
2,12,153,3,-31.7846398698
2,12,154,1,-31.9519762221
2,12,154,2,-36.3384087472
2,12,154,3,-32.1667414428
2,12,155,1,-31.0396568412
2,12,155,2,-34.5932437750
2,12,155,3,-32.6713333563
2,12,156,1,-31.6289388896
2,12,156,2,-32.6998714469
2,12,156,3,-31.0245682487
2,12,157,1,-30.8016702123
2,12,157,2,-32.0235994241
2,12,157,3,-31.9692424260
2,12,158,1,-32.1648775365
2,12,158,2,-30.9292715034
2,12,158,3,-30.9721477344
2,12,159,1,-32.5582270744
2,12,159,2,-31.6555759914
2,12,159,3,-30.7891028108
2,12,160,1,-33.3081194792
2,12,160,2,-31.7133870231
2,12,160,3,-31.1958939735
2,12,161,1,-32.5072711998
2,12,161,2,-30.9247136614
2,12,161,3,-31.9567352141
2,12,162,1,-33.3401305646
2,12,162,2,-32.2194759600
2,12,162,3,-31.6772298872
2,12,163,1,-32.8013750112
2,12,163,2,-32.0239240594
2,12,163,3,-31.5217760324
2,12,164,1,-34.1506924979
2,12,164,2,-31.4684092609
2,12,164,3,-31.4402080570
2,12,165,1,-32.9601081295
2,12,165,2,-31.3834049924
2,12,165,3,-32.4328579030
2,12,166,1,-34.2017131753
2,12,166,2,-31.5174227557
2,12,166,3,-32.1380737054
2,12,167,1,-33.4117056483
2,12,167,2,-31.9208406928
2,12,167,3,-32.6055046569
2,12,168,1,-33.4897490129
2,12,168,2,-32.8090877316
2,12,168,3,-31.0433782073
3,5,1,1,-70.3112697388
3,5,1,2,-60.4545322158
3,5,1,3,-71.5897857423
3,5,2,1,-70.2202575021
3,5,2,2,-71.3548756021
3,5,2,3,-70.5013339051
3,5,3,1,-66.1624085716
3,5,3,2,-69.1796510528
3,5,3,3,-69.3438381138
3,5,4,1,-63.6312291898
3,5,4,2,-62.5150340875
3,5,4,3,-70.2825114697
3,5,5,1,-71.3210979507
3,5,5,2,-64.6861476846
3,5,5,3,-71.6158269940
3,5,6,1,-72.7299750064
3,5,6,2,-59.9797835222
3,5,6,3,-71.4460879015
3,5,7,1,-73.0521012514
3,5,7,2,-66.3675101614
3,5,7,3,-67.5444919351
3,5,8,1,-69.1396074792
3,5,8,2,-65.6641167226
3,5,8,3,-69.1916091162
3,5,9,1,-65.7247597678
3,5,9,2,-59.9438156081
3,5,9,3,-70.8577578414
3,5,10,1,-68.5765699831
3,5,10,2,-68.3387859495
3,5,10,3,-73.5622586941
3,5,11,1,-67.1008747056
3,5,11,2,-65.9261230048
3,5,11,3,-60.2868670769
3,5,12,1,-63.4334274994
3,5,12,2,-50.2229791675
3,5,12,3,-68.9481312397
3,5,13,1,-62.6117710722
3,5,13,2,-65.6879481366
3,5,13,3,-70.2817969361
3,5,14,1,-70.7101789997
3,5,14,2,-68.3220814780
3,5,14,3,-69.8406002023
3,5,15,1,-71.9463491199
3,5,15,2,-69.0177759129
3,5,15,3,-72.4652726819
3,5,16,1,-71.2424762507
3,5,16,2,-70.6749847346
3,5,16,3,-72.1186077211
3,5,17,1,-69.2944376962
3,5,17,2,-71.8986604239
3,5,17,3,-70.6167546622
3,5,18,1,-68.2185250008
3,5,18,2,-56.1541919092
3,5,18,3,-68.9992648015
3,5,19,1,-55.4183583522
3,5,19,2,-68.7053926594
3,5,19,3,-66.2380513509
3,5,20,1,-70.0358917628
3,5,20,2,-69.7364048348
3,5,20,3,-65.8136604295
3,5,21,1,-68.2170161150
3,5,21,2,-71.6230654908
3,5,21,3,-68.0348390038
3,5,22,1,-71.7469960173
3,5,22,2,-65.9802675974
3,5,22,3,-66.2135263322
3,5,23,1,-68.3407070580
3,5,23,2,-71.1934683561
3,5,23,3,-67.0203572768
3,5,24,1,-71.3932104229
3,5,24,2,-70.5042969538
3,5,24,3,-67.6009350695
3,5,25,1,-62.1388063887
3,5,25,2,-71.2365484402
3,5,25,3,-66.9413712029
3,5,26,1,-71.9199927920
3,5,26,2,-70.9724839361
3,5,26,3,-66.3222238983
3,5,27,1,-71.9877782286
3,5,27,2,-72.0409298082
3,5,27,3,-64.9640357200
3,5,28,1,-68.1216931879
3,5,28,2,-61.4133076057
3,5,28,3,-67.4989816399
3,5,29,1,-66.7979175500
3,5,29,2,-67.8377345917
3,5,29,3,-69.7428835127
3,5,30,1,-62.9589926494
3,5,30,2,-71.4459655102
3,5,30,3,-67.1167065353
3,5,31,1,-64.1946671523
3,5,31,2,-72.3794299384
3,5,31,3,-67.2042114554
3,5,32,1,-69.6493569626
3,5,32,2,-69.9094180081
3,5,32,3,-67.3275338320
3,5,33,1,-69.2223877257
3,5,33,2,-71.9609592301
3,5,33,3,-70.4113730340
3,5,34,1,-69.9033287301
3,5,34,2,-69.0472700942
3,5,34,3,-60.1971015895
3,5,35,1,-70.7091978937
3,5,35,2,-74.5866657253
3,5,35,3,-71.0720960253
3,5,36,1,-70.2600643511
3,5,36,2,-79.2825719755
3,5,36,3,-67.9475634089
3,5,37,1,-73.9053017715
3,5,37,2,-70.2240277518
3,5,37,3,-68.5801000598
3,5,38,1,-68.4940264779
3,5,38,2,-72.1212992144
3,5,38,3,-67.5511870158
3,5,39,1,-69.1335399927
3,5,39,2,-69.8136746488
3,5,39,3,-66.3263380592
3,5,40,1,-67.2953994469
3,5,40,2,-68.1784228156
3,5,40,3,-67.2925192789
3,5,41,1,-65.8761102339
3,5,41,2,-67.0931603213
3,5,41,3,-68.2628748563
3,5,42,1,-62.0044058713
3,5,42,2,-69.0548098008
3,5,42,3,-66.8673973314
3,5,43,1,-66.2023023670
3,5,43,2,-69.3713355330
3,5,43,3,-65.1811789644
3,5,44,1,-66.5984411191
3,5,44,2,-68.7104519489
3,5,44,3,-66.3951595289
3,5,45,1,-66.9352434248
3,5,45,2,-66.6381923583
3,5,45,3,-65.5391357227
3,5,46,1,-69.2527079461
3,5,46,2,-69.3010439444
3,5,46,3,-67.1915212838
3,5,47,1,-72.0963363665
3,5,47,2,-71.0043661788
3,5,47,3,-66.8104723052
3,5,48,1,-73.4856492310
3,5,48,2,-71.1082997829
3,5,48,3,-69.2716588187
3,5,49,1,-70.5092092556
3,5,49,2,-73.3668432440
3,5,49,3,-65.9306193528
3,5,50,1,-68.6983730780
3,5,50,2,-71.2092396522
3,5,50,3,-71.3991131054
3,5,51,1,-68.7759192177
3,5,51,2,-71.8273650644
3,5,51,3,-71.6659086814
3,5,52,1,-69.0810211944
3,5,52,2,-71.4517021810
3,5,52,3,-70.5591628472
3,5,53,1,-67.7212440388
3,5,53,2,-70.4810983857
3,5,53,3,-69.4256960439
3,5,54,1,-71.1143956048
3,5,54,2,-67.3962242821
3,5,54,3,-67.6210968060
3,5,55,1,-68.6823484216
3,5,55,2,-72.3317471762
3,5,55,3,-68.1330464908
3,5,56,1,-66.3766248529
3,5,56,2,-69.5218449224
3,5,56,3,-69.9508071686
3,5,57,1,-64.4981020444
3,5,57,2,-67.9848853433
3,5,57,3,-70.7213041598
3,5,58,1,-62.5436071759
3,5,58,2,-68.9496260043
3,5,58,3,-69.4499292283
3,5,59,1,-64.0783612195
3,5,59,2,-71.8968741632
3,5,59,3,-63.3152902021
3,5,60,1,-66.3655792945
3,5,60,2,-69.8948173325
3,5,60,3,-71.6485725480
3,5,61,1,-66.5508814190
3,5,61,2,-71.6011675701
3,5,61,3,-68.2864261681
3,5,62,1,-70.9275598857
3,5,62,2,-70.9316590150
3,5,62,3,-69.1342993659
3,5,63,1,-70.1389854384
3,5,63,2,-60.6964075179
3,5,63,3,-69.5831651660
3,5,64,1,-67.7003996145
3,5,64,2,-65.1372999635
3,5,64,3,-68.7614138834
3,5,65,1,-69.6725351142
3,5,65,2,-67.9904684705
3,5,65,3,-69.3078090327
3,5,66,1,-69.9516291664
3,5,66,2,-69.5395039476
3,5,66,3,-69.0282295153
3,5,67,1,-69.6397886638
3,5,67,2,-67.1802780831
3,5,67,3,-70.7473350445
3,5,68,1,-71.8297324095
3,5,68,2,-68.3244200768
3,5,68,3,-61.3736003965
3,5,69,1,-71.5889018979
3,5,69,2,-69.0394225126
3,5,69,3,-70.7002815106
3,5,70,1,-71.4408612056
3,5,70,2,-71.4617145945
3,5,70,3,-70.3378863672
3,5,71,1,-71.0671419105
3,5,71,2,-72.2986711573
3,5,71,3,-68.5000766163
3,5,72,1,-70.5124972769
3,5,72,2,-69.6213847254
3,5,72,3,-67.5084882924
3,5,73,1,-71.6637529605
3,5,73,2,-66.6643081237
3,5,73,3,-68.4448052790
3,5,74,1,-70.2162149692
3,5,74,2,-68.1246130658
3,5,74,3,-65.2434359395
3,5,75,1,-68.8457499540
3,5,75,2,-65.7387599194
3,5,75,3,-66.0547935641
3,5,76,1,-69.6242813384
3,5,76,2,-72.3651683388
3,5,76,3,-66.3269646821
3,5,77,1,-70.0766140650
3,5,77,2,-71.9892114920
3,5,77,3,-67.1944039779
3,5,78,1,-71.4417368636
3,5,78,2,-70.9214408400
