i,j,h,s,f_mw
54,59,4,1,13.9239786544
54,59,4,2,5.9005315961
54,59,4,3,-5.2690779884
54,59,5,1,-8.3826646332
54,59,5,2,12.9359155603
54,59,5,3,2.3122537119
54,59,6,1,-21.5406834877
54,59,6,2,1.1271579122
54,59,6,3,-16.5237810949
54,59,7,1,-15.1005830624
54,59,7,2,9.8089713243
54,59,7,3,-9.7973453640
54,59,8,1,1.2716096704
54,59,8,2,10.0252210598
54,59,8,3,-6.3243078441
54,59,9,1,1.0685639071
54,59,9,2,9.2531394339
54,59,9,3,4.6670411279
54,59,10,1,12.6085642432
54,59,10,2,12.0488401526
54,59,10,3,-31.1539394419
54,59,11,1,7.3740093952
54,59,11,2,12.4883044847
54,59,11,3,1.1879488471
54,59,12,1,3.8946621177
54,59,12,2,13.4798095888
54,59,12,3,-2.2018370173
54,59,13,1,1.1857285841
54,59,13,2,15.0874325738
54,59,13,3,-2.1784301537
54,59,14,1,-0.3495705676
54,59,14,2,8.0093968958
54,59,14,3,-5.4369570604
54,59,15,1,0.9817749527
54,59,15,2,1.1929068039
54,59,15,3,-9.8124011917
54,59,16,1,-6.8313352031
54,59,16,2,-7.6837843930
54,59,16,3,-6.7527702610
54,59,17,1,-11.9626469960
54,59,17,2,-8.2413337296
54,59,17,3,-3.1152325427
54,59,18,1,-28.1278413569
54,59,18,2,-0.8221443285
54,59,18,3,-8.4739798371
54,59,19,1,-12.2522013931
54,59,19,2,26.6628296243
54,59,19,3,-9.3036223780
54,59,20,1,-7.9738055022
54,59,20,2,-1.8133479344
54,59,20,3,-13.1541030998
54,59,21,1,-7.7711297413
54,59,21,2,-8.5785370900
54,59,21,3,-14.3135712135
54,59,22,1,1.5188563399
54,59,22,2,0.4927026582
54,59,22,3,-9.5347121539
54,59,23,1,6.2261526332
54,59,23,2,1.2945427311
54,59,23,3,-9.1963291052
54,59,24,1,9.9054006529
54,59,24,2,6.1882980604
54,59,24,3,1.2036480735
54,59,25,1,4.8252342607
54,59,25,2,10.0004336032
54,59,25,3,-10.7779408373
54,59,26,1,-0.6824761063
54,59,26,2,5.3866041776
54,59,26,3,5.2667940491
54,59,27,1,-1.3182963410
54,59,27,2,8.6763231838
54,59,27,3,8.3963163324
54,59,28,1,0.5444393880
54,59,28,2,7.2229362545
54,59,28,3,3.1873436924
54,59,29,1,-6.4623978764
54,59,29,2,10.1901564809
54,59,29,3,5.7523139009
54,59,30,1,3.5727248349
54,59,30,2,12.4376523626
54,59,30,3,6.4873280985
54,59,31,1,14.6003899775
54,59,31,2,8.2400935744
54,59,31,3,-7.2278990752
54,59,32,1,16.2297645268
54,59,32,2,12.9848298018
54,59,32,3,2.8484639880
54,59,33,1,16.5850453662
54,59,33,2,13.4090112282
54,59,33,3,6.8371675299
54,59,34,1,15.2804039880
54,59,34,2,1.2147010089
54,59,34,3,8.0553196509
54,59,35,1,1.0313173747
54,59,35,2,6.7768525994
54,59,35,3,13.3542449297
54,59,36,1,1.1480411192
54,59,36,2,1.1454921176
54,59,36,3,9.5419108346
54,59,37,1,14.0192244846
54,59,37,2,1.5208450066
54,59,37,3,-3.5310648011
54,59,38,1,9.8689668304
54,59,38,2,4.4397112268
54,59,38,3,-1.0207561693
54,59,39,1,4.0668760194
54,59,39,2,-1.0555589321
54,59,39,3,-1.0257228022
54,59,40,1,-5.2768298656
54,59,40,2,-15.0699247869
54,59,40,3,-4.0795826225
54,59,41,1,0.9298330973
54,59,41,2,-5.5357836076
54,59,41,3,-1.3120989927
54,59,42,1,8.2085428688
54,59,42,2,-5.5798423172
54,59,42,3,-3.4032266311
54,59,43,1,1.6875971199
54,59,43,2,-5.2295247324
54,59,43,3,3.4188217705
54,59,44,1,8.3023407023
54,59,44,2,-3.2210241245
54,59,44,3,3.1538738115
54,59,45,1,7.1015065474
54,59,45,2,0.7348917406
54,59,45,3,2.5961534736
54,59,46,1,9.8299268353
54,59,46,2,6.7670787796
54,59,46,3,2.3543516593
54,59,47,1,6.2730711686
54,59,47,2,8.3015719575
54,59,47,3,-4.4694740642
54,59,48,1,8.4209073259
54,59,48,2,13.1840321695
54,59,48,3,-6.1015919195
54,59,49,1,8.9754470672
54,59,49,2,1.2349141782
54,59,49,3,-3.8768857544
54,59,50,1,3.3999910982
54,59,50,2,14.0578885665
54,59,50,3,-13.6200843796
54,59,51,1,-1.1340954773
54,59,51,2,1.1827768490
54,59,51,3,-10.6853487175
54,59,52,1,2.2942996664
54,59,52,2,7.9383279180
54,59,52,3,-9.2395573911
54,59,53,1,2.7954404905
54,59,53,2,8.2920546126
54,59,53,3,-6.7671731544
54,59,54,1,6.8861329657
54,59,54,2,10.6303890734
54,59,54,3,-14.7556620652
54,59,55,1,2.1017954987
54,59,55,2,-5.3844461592
54,59,55,3,-12.2964678054
54,59,56,1,3.4907095403
54,59,56,2,-10.6545045481
54,59,56,3,-3.0149868773
54,59,57,1,11.4727930665
54,59,57,2,11.6313612601
54,59,57,3,-2.4735560385
54,59,58,1,16.1895046457
54,59,58,2,14.1601955785
54,59,58,3,1.3179296788
54,59,59,1,16.7008856134
54,59,59,2,15.9776819524
54,59,59,3,-0.2316796725
54,59,60,1,1.1664682078
54,59,60,2,17.0690291111
54,59,60,3,1.2710494369
54,59,61,1,11.2426147040
54,59,61,2,15.8759125336
54,59,61,3,6.8844067807
54,59,62,1,6.4976200451
54,59,62,2,1.2318395610
54,59,62,3,1.3712692287
54,59,63,1,7.4125852593
54,59,63,2,14.2737217648
54,59,63,3,5.4445258445
54,59,64,1,7.4348796368
54,59,64,2,14.3056230458
54,59,64,3,-12.7113797767
54,59,65,1,3.2449090521
54,59,65,2,7.5961870570
54,59,65,3,-10.3531005257
54,59,66,1,1.8062008577
54,59,66,2,14.4267108314
54,59,66,3,-10.1793821115
54,59,67,1,0.7898022631
54,59,67,2,9.1739771620
54,59,67,3,-3.5343063543
54,59,68,1,-11.5927521545
54,59,68,2,1.2427789849
54,59,68,3,4.2655400206
54,59,69,1,-3.4297162666
54,59,69,2,7.8390526465
54,59,69,3,1.2255198344
54,59,70,1,2.9659617773
54,59,70,2,7.9164388281
54,59,70,3,5.1388421319
54,59,71,1,8.5771149555
54,59,71,2,7.7780704311
54,59,71,3,10.1582684585
54,59,72,1,12.0033870236
54,59,72,2,7.1670961096
54,59,72,3,8.7360527574
54,59,73,1,6.0419553714
54,59,73,2,13.3450773097
54,59,73,3,0.9641543263
54,59,74,1,-1.4400545436
54,59,74,2,15.5621278121
54,59,74,3,1.9390562464
54,59,75,1,0.9389607245
54,59,75,2,1.0248012706
54,59,75,3,1.0369497346
54,59,76,1,4.7103631565
54,59,76,2,-11.7778893109
54,59,76,3,9.4294179962
54,59,77,1,1.1944878784
54,59,77,2,-7.2175251367
54,59,77,3,10.0368462795
54,59,78,1,-3.8368581442
54,59,78,2,1.2303380524
54,59,78,3,15.3703109603
54,59,79,1,-14.6250196022
54,59,79,2,-11.1290828781
54,59,79,3,15.8412025197
54,59,80,1,-31.7635309270
54,59,80,2,4.3375791964
54,59,80,3,16.0963094300
54,59,81,1,-2.1650638359
54,59,81,2,1.2250618653
54,59,81,3,16.1174190485
54,59,82,1,2.9281155875
54,59,82,2,-5.9895664557
54,59,82,3,15.4971794281
54,59,83,1,11.5248113330
54,59,83,2,-0.5437181810
54,59,83,3,15.3952121316
54,59,84,1,13.0087348239
54,59,84,2,3.0758938253
54,59,84,3,15.2901947045
54,59,85,1,11.1154079361
54,59,85,2,10.9809259736
54,59,85,3,14.0859787014
54,59,86,1,7.7013695320
54,59,86,2,14.5331257196
54,59,86,3,14.9484286846
54,59,87,1,5.0038088497
54,59,87,2,1.1537657292
54,59,87,3,15.4674403707
54,59,88,1,9.3772104719
54,59,88,2,1.3408219493
54,59,88,3,13.6707140099
54,59,89,1,6.6680770463
54,59,89,2,15.9551579815
54,59,89,3,12.5434667121
54,59,90,1,3.3613188238
54,59,90,2,16.6605662556
54,59,90,3,15.0603749755
54,59,91,1,-6.0895892637
54,59,91,2,12.2559956672
54,59,91,3,13.2018979165
54,59,92,1,-0.4855387014
54,59,92,2,7.9101365114
54,59,92,3,16.2030133704
54,59,93,1,0.8724916449
54,59,93,2,-3.2395675586
54,59,93,3,16.7087889192
54,59,94,1,-4.6928257585
54,59,94,2,-5.0451547446
54,59,94,3,15.9103234273
54,59,95,1,2.1362590439
54,59,95,2,7.2855251312
54,59,95,3,15.3439418506
54,59,96,1,8.9491481316
54,59,96,2,4.7300495890
54,59,96,3,15.2911726971
54,59,97,1,2.2898248653
54,59,97,2,6.3788254242
54,59,97,3,15.6862915085
54,59,98,1,2.9307882249
54,59,98,2,1.2145765111
54,59,98,3,14.2133132280
54,59,99,1,-5.4373053777
54,59,99,2,15.3553511524
54,59,99,3,14.5591613784
54,59,100,1,-4.8674869392
54,59,100,2,-3.6639269415
54,59,100,3,16.3088026468
54,59,101,1,-10.9690566942
54,59,101,2,-0.5473377920
54,59,101,3,15.2252645534
54,59,102,1,-9.6279880868
54,59,102,2,13.6791531484
54,59,102,3,16.6835874010
54,59,103,1,-13.2072527445
54,59,103,2,14.7991839471
54,59,103,3,14.0246536902
54,59,104,1,-15.1940736977
54,59,104,2,14.2729330556
54,59,104,3,12.9448602554
54,59,105,1,-1.6322595957
54,59,105,2,9.1926362534
54,59,105,3,16.7261909665
54,59,106,1,-0.5015121028
54,59,106,2,15.7028316972
54,59,106,3,16.8363871560
54,59,107,1,-2.4246078379
54,59,107,2,13.9384649982
54,59,107,3,16.7271207636
54,59,108,1,5.0926296290
54,59,108,2,14.2565931578
54,59,108,3,16.6859711628
54,59,109,1,4.4305502640
54,59,109,2,16.2212805774
54,59,109,3,12.8160803775
54,59,110,1,-5.2142189505
54,59,110,2,15.5768229331
54,59,110,3,11.3194119602
54,59,111,1,-6.6056582772
54,59,111,2,12.8959697302
54,59,111,3,13.5758081528
54,59,112,1,-7.3151097420
54,59,112,2,1.1653491584
54,59,112,3,9.9019675894
54,59,113,1,-10.5974117985
54,59,113,2,1.2304586609
54,59,113,3,11.6226019314
54,59,114,1,-42.8890293815
54,59,114,2,7.5117412865
54,59,114,3,5.4378156783
54,59,115,1,5.7765480335
54,59,115,2,1.1574536962
54,59,115,3,3.5512972238
54,59,116,1,0.7139308859
54,59,116,2,6.6111920548
54,59,116,3,6.4413619524
54,59,117,1,10.8058794988
54,59,117,2,5.8433953959
54,59,117,3,3.3198222821
54,59,118,1,-0.5536783539
54,59,118,2,10.0304305877
54,59,118,3,3.1328134163
54,59,119,1,-18.5426274566
54,59,119,2,9.2800224740
54,59,119,3,-1.8182847149
54,59,120,1,-9.7959515774
54,59,120,2,1.3529967178
54,59,120,3,1.9232673784
54,59,121,1,-13.5812272872
54,59,121,2,1.3219095247
54,59,121,3,1.0995716511
54,59,122,1,-14.7495043552
54,59,122,2,16.5798462236
54,59,122,3,-3.6707360787
54,59,123,1,-19.4096227700
54,59,123,2,1.1792944139
54,59,123,3,-8.8677067798
54,59,124,1,-25.3477463129
54,59,124,2,7.6759962176
54,59,124,3,-10.5440670131
54,59,125,1,-31.7252342730
54,59,125,2,2.4657141481
54,59,125,3,-14.7676283901
54,59,126,1,-13.8379090005
54,59,126,2,-0.4009765887
54,59,126,3,-8.1529515035
54,59,127,1,-14.8824987099
54,59,127,2,-12.4347617698
54,59,127,3,-13.8369047875
54,59,128,1,7.9770111407
54,59,128,2,-11.1605286368
54,59,128,3,-1.0071026758
54,59,129,1,-3.4814006798
54,59,129,2,-22.4408626996
54,59,129,3,1.1569862283
54,59,130,1,-1.7368753990
54,59,130,2,-36.1123298902
54,59,130,3,-1.2409056668
54,59,131,1,5.2973045096
54,59,131,2,-20.7027792962
54,59,131,3,-5.4945261763
54,59,132,1,1.7987386120
54,59,132,2,-7.0804490826
54,59,132,3,5.4546441861
54,59,133,1,2.0378760311
54,59,133,2,-1.8005588326
54,59,133,3,1.1998184449
54,59,134,1,-3.4846629650
54,59,134,2,1.1021737380
54,59,134,3,8.8543216035
54,59,135,1,-7.0512051012
54,59,135,2,1.3689688539
54,59,135,3,6.2303758803
54,59,136,1,-14.0861015979
54,59,136,2,12.1007620563
54,59,136,3,4.4280479269
54,59,137,1,-5.9184052336
54,59,137,2,9.7218679140
54,59,137,3,0.4787146758
54,59,138,1,-16.4046410594
54,59,138,2,7.7684718951
54,59,138,3,0.5540670734
54,59,139,1,-8.9547037511
54,59,139,2,1.1541449318
54,59,139,3,26.8467127687
54,59,140,1,-17.7848757747
54,59,140,2,1.1715354586
54,59,140,3,-1.4362557853
54,59,141,1,-10.6943815931
54,59,141,2,3.0364620974
54,59,141,3,-5.6020035615
54,59,142,1,-22.2575453939
54,59,142,2,10.6402418863
54,59,142,3,-14.6074007089
54,59,143,1,-13.2588160118
54,59,143,2,1.2465082261
54,59,143,3,-2.2424008041
54,59,144,1,-15.8444202723
54,59,144,2,15.1248704564
54,59,144,3,4.5410664995
54,59,145,1,9.7098393257
54,59,145,2,11.8938963137
54,59,145,3,12.5918040677
54,59,146,1,10.2136292313
54,59,146,2,6.2829970328
54,59,146,3,3.1845207238
54,59,147,1,15.1704060438
54,59,147,2,1.2482396648
54,59,147,3,-3.1820244928
54,59,148,1,16.7866510015
54,59,148,2,15.2798572633
54,59,148,3,2.0557661996
54,59,149,1,-4.3514244851
54,59,149,2,14.9453033848
54,59,149,3,6.2471653057
54,59,150,1,9.9195134039
54,59,150,2,11.2400845295
54,59,150,3,7.2546960557
54,59,151,1,11.4314882866
54,59,151,2,14.8504105039
54,59,151,3,-10.6744310162
54,59,152,1,12.9801245128
54,59,152,2,-14.5379766875
54,59,152,3,0.4299223698
54,59,153,1,10.0213525498
54,59,153,2,2.6299766625
54,59,153,3,10.1801628792
54,59,154,1,13.0269813557
54,59,154,2,10.5883831058
54,59,154,3,11.8709529018
54,59,155,1,16.3758560180
54,59,155,2,14.3534435944
54,59,155,3,9.1962417854
54,59,156,1,17.0047929942
54,59,156,2,14.9701594086
54,59,156,3,8.5798468052
54,59,157,1,15.6704338036
54,59,157,2,13.7111582971
54,59,157,3,11.8248646260
54,59,158,1,5.0217337060
54,59,158,2,1.0899986126
54,59,158,3,12.8573264972
54,59,159,1,8.2594524860
54,59,159,2,12.4306874951
54,59,159,3,9.0800989243
54,59,160,1,5.7144139177
54,59,160,2,12.2423946982
54,59,160,3,8.4797407436
54,59,161,1,0.3170880551
54,59,161,2,7.5829857401
54,59,161,3,11.8540371726
54,59,162,1,-7.7632199241
54,59,162,2,0.4419891584
54,59,162,3,13.8472217377
54,59,163,1,-5.6404891658
54,59,163,2,-1.1291782707
54,59,163,3,-11.4131150072
54,59,164,1,-0.8216599889
54,59,164,2,2.0083068714
54,59,164,3,-11.6967153813
54,59,165,1,-6.9818966907
54,59,165,2,6.9075931831
54,59,165,3,-7.8100112349
54,59,166,1,5.7209426811
54,59,166,2,10.0502407496
54,59,166,3,11.9387470198
54,59,167,1,12.5673625783
54,59,167,2,4.9944561547
54,59,167,3,-10.2090793118
54,59,168,1,8.1977123693
54,59,168,2,3.9297381923
54,59,168,3,-5.3703106305
55,56,1,1,-73.6961978091
55,56,1,2,-67.9593522450
55,56,1,3,-50.3196080645
55,56,2,1,-70.7651895957
55,56,2,2,-66.3785922795
55,56,2,3,-51.6162451122
55,56,3,1,-72.5411690551
55,56,3,2,-62.8589599776
55,56,3,3,-45.4225440341
55,56,4,1,-77.3839851041
55,56,4,2,-68.2125265341
55,56,4,3,-55.9221664711
55,56,5,1,-52.3792907208
55,56,5,2,-76.2298247622
55,56,5,3,-64.1460496594
55,56,6,1,-38.3370310639
55,56,6,2,-62.7343287205
55,56,6,3,-46.0319277776
55,56,7,1,-45.1518685794
55,56,7,2,-72.6658330482
55,56,7,3,-51.5964993433
55,56,8,1,-63.1101603112
55,56,8,2,-73.0673064016
55,56,8,3,-54.8676958764
55,56,9,1,-62.5818800526
55,56,9,2,-72.1417061722
55,56,9,3,-66.7919862189
55,56,10,1,-76.0310647417
55,56,10,2,-75.5533422939
55,56,10,3,-28.0304003655
55,56,11,1,-70.1574095330
55,56,11,2,-75.7279677666
55,56,11,3,-62.8924933151
55,56,12,1,-66.0422308698
55,56,12,2,-76.7062628308
55,56,12,3,-59.0971010722
55,56,13,1,-62.8867166808
55,56,13,2,-78.5756189840
55,56,13,3,-59.2472895614
55,56,14,1,-61.1181190865
55,56,14,2,-70.6802092463
55,56,14,3,-55.6915515997
55,56,15,1,-62.6284818512
55,56,15,2,-62.9053928244
55,56,15,3,-50.9522400824
55,56,16,1,-54.1673587336
55,56,16,2,-54.0020524016
55,56,16,3,-54.2810170112
55,56,17,1,-48.8350582551
55,56,17,2,-52.8210900643
55,56,17,3,-58.2587032414
55,56,18,1,-31.9115759296
55,56,18,2,-60.7425177506
55,56,18,3,-52.4752468005
55,56,19,1,-48.9251296183
55,56,19,2,-73.5491537805
55,56,19,3,-50.4136962597
55,56,20,1,-53.0132015250
55,56,20,2,-59.6800159508
55,56,20,3,-48.4530428962
55,56,21,1,-53.4999780223
55,56,21,2,-52.3158172291
55,56,21,3,-46.6651976529
55,56,22,1,-63.3098949196
55,56,22,2,-62.0095271690
55,56,22,3,-52.1335353352
55,56,23,1,-68.5680203116
55,56,23,2,-63.1698270731
55,56,23,3,-51.8071683926
55,56,24,1,-72.8126160822
55,56,24,2,-68.6258720405
55,56,24,3,-62.5783705011
55,56,25,1,-66.9970962535
55,56,25,2,-73.2938569041
55,56,25,3,-49.6693763089
55,56,26,1,-60.8234511331
55,56,26,2,-67.8610162134
55,56,26,3,-67.6793797728
55,56,27,1,-60.2149352274
55,56,27,2,-71.5137140079
55,56,27,3,-70.5808550347
55,56,28,1,-62.1496584522
55,56,28,2,-69.7095367863
55,56,28,3,-65.3298914385
55,56,29,1,-55.1459471089
55,56,29,2,-73.1050222914
55,56,29,3,-66.3995022347
55,56,30,1,-66.4752680863
55,56,30,2,-76.0151788923
55,56,30,3,-64.9860250273
55,56,31,1,-78.1445065557
55,56,31,2,-71.1810723964
55,56,31,3,-54.4230715773
55,56,32,1,-80.2583818536
55,56,32,2,-76.4347418748
55,56,32,3,-64.6831421061
55,56,33,1,-80.5168797036
55,56,33,2,-77.0810772496
55,56,33,3,-69.2993417822
55,56,34,1,-79.5003099226
55,56,34,2,-62.9620965351
55,56,34,3,-71.8942268600
55,56,35,1,-62.4849727967
55,56,35,2,-69.8000681620
55,56,35,3,-76.7553627453
55,56,36,1,-62.7886622158
55,56,36,2,-62.7820302763
55,56,36,3,-72.2957145722
55,56,37,1,-77.5642967314
55,56,37,2,-63.7586156431
55,56,37,3,-57.8558888487
55,56,38,1,-72.6598872174
55,56,38,2,-66.8344040533
55,56,38,3,-60.6280349028
55,56,39,1,-66.0894421690
55,56,39,2,-60.3849883281
55,56,39,3,-60.9235541089
55,56,40,1,-56.2895537945
55,56,40,2,-45.8698168390
55,56,40,3,-57.5718201467
55,56,41,1,-63.0766997010
55,56,41,2,-56.0108638878
55,56,41,3,-60.4263013866
55,56,42,1,-69.1996915853
55,56,42,2,-55.5798960539
55,56,42,3,-58.4651415149
55,56,43,1,-63.5340447185
55,56,43,2,-55.9746881254
55,56,43,3,-65.8993199402
55,56,44,1,-70.6312288870
55,56,44,2,-58.1951279882
55,56,44,3,-65.3175852901
55,56,45,1,-69.6710062449
55,56,45,2,-62.6675738460
55,56,45,3,-64.8546776937
55,56,46,1,-72.6390277599
55,56,46,2,-69.3542731509
55,56,46,3,-64.2933520549
55,56,47,1,-68.6386893789
55,56,47,2,-70.9271414687
55,56,47,3,-57.1966911881
55,56,48,1,-71.4364710620
55,56,48,2,-76.5045800983
55,56,48,3,-55.0359300178
55,56,49,1,-71.6765490610
55,56,49,2,-63.0146867402
55,56,49,3,-57.8957537633
55,56,50,1,-65.4348313333
55,56,50,2,-77.5332312352
55,56,50,3,-46.9195017726
55,56,51,1,-60.4676267005
55,56,51,2,-62.8790369176
55,56,51,3,-50.0546484284
55,56,52,1,-64.1437105514
55,56,52,2,-70.8478780053
55,56,52,3,-51.6067938546
55,56,53,1,-64.7135957254
55,56,53,2,-71.0359684251
55,56,53,3,-54.3170595360
55,56,54,1,-69.3558122207
55,56,54,2,-73.6340131139
55,56,54,3,-46.3081885878
55,56,55,1,-66.4454133758
55,56,55,2,-56.1845007478
55,56,55,3,-48.7427987373
55,56,56,1,-68.6926332608
55,56,56,2,-49.9831698528
55,56,56,3,-58.2657260385
55,56,57,1,-74.6117269136
55,56,57,2,-74.9476045092
55,56,57,3,-58.7768189941
55,56,58,1,-79.9421228077
55,56,58,2,-77.7248824329
55,56,58,3,-63.2306747490
55,56,59,1,-80.5269880570
55,56,59,2,-79.9568937952
55,56,59,3,-61.1604189465
55,56,60,1,-62.8366054330
55,56,60,2,-80.9874858507
55,56,60,3,-63.1087027072
55,56,61,1,-74.2857592664
55,56,61,2,-79.8413014897
55,56,61,3,-69.4971618864
55,56,62,1,-68.8896438667
55,56,62,2,-63.0066872649
55,56,62,3,-63.3694524843
55,56,63,1,-69.8869620510
55,56,63,2,-77.8469860175
55,56,63,3,-67.8838562352
55,56,64,1,-69.9175937218
55,56,64,2,-77.8452952768
55,56,64,3,-48.1964384133
55,56,65,1,-65.1374494959
55,56,65,2,-70.2278437832
55,56,65,3,-50.5354353879
55,56,66,1,-63.5581842863
55,56,66,2,-77.9704278710
55,56,66,3,-50.7537110385
55,56,67,1,-62.2622590734
55,56,67,2,-71.9768090196
55,56,67,3,-57.6801926063
55,56,68,1,-49.0877795831
55,56,68,2,-63.0351492313
55,56,68,3,-66.4686051832
55,56,69,1,-57.8522332189
55,56,69,2,-70.4291408563
55,56,69,3,-62.9902447310
55,56,70,1,-64.9318063188
55,56,70,2,-70.5833219926
55,56,70,3,-67.9406729193
55,56,71,1,-71.2724276065
55,56,71,2,-70.3453783464
55,56,71,3,-73.4797154854
55,56,72,1,-75.1972615567
55,56,72,2,-69.8774711557
55,56,72,3,-72.0727158960
55,56,73,1,-68.3866754101
55,56,73,2,-76.6972741185
55,56,73,3,-62.6201120300
55,56,74,1,-60.0416256811
55,56,74,2,-79.6247780106
55,56,74,3,-64.1814332243
55,56,75,1,-62.3587920406
55,56,75,2,-62.4680193320
55,56,75,3,-63.0523762457
55,56,76,1,-66.4485318971
55,56,76,2,-48.8676171895
55,56,76,3,-72.3466717864
55,56,77,1,-61.8408953691
55,56,77,2,-53.7534010638
55,56,77,3,-73.0161982118
55,56,78,1,-58.5334377923
55,56,78,2,-63.0027806708
55,56,78,3,-79.0768727273
55,56,79,1,-42.9581202670
55,56,79,2,-49.9260952809
55,56,79,3,-79.9038054432
55,56,80,1,-28.4141902898
55,56,80,2,-66.6274326396
55,56,80,3,-80.2025560599
55,56,81,1,-59.2563224294
55,56,81,2,-62.9890531966
55,56,81,3,-80.2197032701
55,56,82,1,-64.8476019260
55,56,82,2,-54.9494827681
55,56,82,3,-79.4199569944
55,56,83,1,-74.6752685791
55,56,83,2,-60.8253808571
55,56,83,3,-79.5699989885
55,56,84,1,-76.3252721528
55,56,84,2,-65.0106314689
55,56,84,3,-79.3921273872
55,56,85,1,-74.1689478856
55,56,85,2,-74.1520803281
55,56,85,3,-77.5990111981
55,56,86,1,-70.3264845934
55,56,86,2,-78.2069255671
55,56,86,3,-78.8107658039
55,56,87,1,-67.2672637966
55,56,87,2,-62.8035563875
55,56,87,3,-79.1631383007
55,56,88,1,-72.2500015546
55,56,88,2,-63.2902353839
55,56,88,3,-77.1551611168
55,56,89,1,-69.3974059637
55,56,89,2,-79.9069173529
55,56,89,3,-75.8881864820
55,56,90,1,-64.9293683723
55,56,90,2,-80.3758650809
55,56,90,3,-78.9779973423
55,56,91,1,-54.5820544415
55,56,91,2,-75.4735885737
55,56,91,3,-76.7140089764
55,56,92,1,-61.2462857946
55,56,92,2,-70.4084100599
55,56,92,3,-80.0085562697
55,56,93,1,-62.5721105339
55,56,93,2,-58.0071766717
55,56,93,3,-80.5900685901
55,56,94,1,-56.7865340693
55,56,94,2,-56.0268960017
55,56,94,3,-79.6825979638
55,56,95,1,-63.9646287623
55,56,95,2,-69.8839286505
55,56,95,3,-79.0387386890
55,56,96,1,-71.7804075191
55,56,96,2,-66.9175737203
55,56,96,3,-78.9544756432
55,56,97,1,-64.7094203900
55,56,97,2,-69.0347233612
55,56,97,3,-79.3401832792
55,56,98,1,-64.4452239974
55,56,98,2,-62.9617726194
55,56,98,3,-77.7196707666
55,56,99,1,-55.2661436517
55,56,99,2,-79.3972828103
55,56,99,3,-78.1344698017
55,56,100,1,-53.7757821367
55,56,100,2,-58.2550297759
55,56,100,3,-80.2050423891
55,56,101,1,-49.4802950528
55,56,101,2,-61.2975100334
55,56,101,3,-79.2920449480
55,56,102,1,-48.9956333681
55,56,102,2,-77.0657744982
55,56,102,3,-80.5925662629
55,56,103,1,-48.7411373318
55,56,103,2,-78.0052478967
55,56,103,3,-77.6718584392
55,56,104,1,-47.5905091567
55,56,104,2,-77.8405339951
55,56,104,3,-76.2785759595
55,56,105,1,-59.6889103711
55,56,105,2,-73.2728003801
55,56,105,3,-80.5678831834
55,56,106,1,-61.0845364453
55,56,106,2,-78.9641263790
55,56,106,3,-80.7171486403
55,56,107,1,-58.9172480416
55,56,107,2,-76.8641837155
55,56,107,3,-80.6193840579
55,56,108,1,-67.3085476024
55,56,108,2,-77.7917704035
55,56,108,3,-80.6209650051
55,56,109,1,-66.5609929090
55,56,109,2,-80.0979045116
55,56,109,3,-76.4392158285
55,56,110,1,-55.9435795440
55,56,110,2,-79.4422072517
55,56,110,3,-74.4103342390
55,56,111,1,-54.2751270308
55,56,111,2,-76.5251444921
55,56,111,3,-77.1402324759
55,56,112,1,-54.3241219158
55,56,112,2,-62.8336939135
55,56,112,3,-72.7764351793
55,56,113,1,-49.8375290076
55,56,113,2,-63.0030944675
55,56,113,3,-74.7797474429
55,56,114,1,-23.3022103707
55,56,114,2,-70.0202238779
55,56,114,3,-67.7068529594
55,56,115,1,-64.6916333031
55,56,115,2,-62.8131516636
55,56,115,3,-65.5592377802
55,56,116,1,-62.5457897283
55,56,116,2,-69.0744604239
55,56,116,3,-68.8484364522
55,56,117,1,-73.8930183318
55,56,117,2,-68.1794720575
55,56,117,3,-65.3355390108
55,56,118,1,-59.9679580880
55,56,118,2,-72.9550826174
55,56,118,3,-65.1103290655
55,56,119,1,-46.3321044987
55,56,119,2,-72.5093823941
55,56,119,3,-59.6384904562
55,56,120,1,-51.6794748013
55,56,120,2,-63.3219114443
55,56,120,3,-63.6631975002
55,56,121,1,-46.9426709665
55,56,121,2,-63.2410294295
55,56,121,3,-62.6625553582
55,56,122,1,-45.8310495678
55,56,122,2,-80.4473824780
55,56,122,3,-57.5693716006
55,56,123,1,-41.4517762966
55,56,123,2,-62.8699763902
55,56,123,3,-51.9681296854
55,56,124,1,-35.7138761593
55,56,124,2,-70.4377733773
55,56,124,3,-50.1101267621
55,56,125,1,-32.4215641634
55,56,125,2,-64.3509162386
55,56,125,3,-45.5130789203
55,56,126,1,-47.9744829071
55,56,126,2,-60.9992003898
55,56,126,3,-52.6756828974
55,56,127,1,-46.2728380796
55,56,127,2,-47.9940794302
55,56,127,3,-46.9196577666
55,56,128,1,-70.6776944711
55,56,128,2,-50.1838557607
55,56,128,3,-60.4919667626
55,56,129,1,-57.8879633657
55,56,129,2,-37.3109674106
55,56,129,3,-62.8119354153
55,56,130,1,-59.7068233547
55,56,130,2,-22.6158873075
55,56,130,3,-60.0815966413
55,56,131,1,-67.5902121910
55,56,131,2,-39.1146635120
55,56,131,3,-55.4971962289
55,56,132,1,-63.6617202220
55,56,132,2,-53.7651186239
55,56,132,3,-67.7071657515
55,56,133,1,-63.7364227387
55,56,133,2,-59.4605354564
55,56,133,3,-62.9233753885
55,56,134,1,-58.0776670542
