w,bus,zone,h,s,net_mw
36,36,2,57,2,289.3667840000
36,36,2,57,3,200.6818560000
36,36,2,58,1,313.6755200000
36,36,2,58,2,302.9725289600
36,36,2,58,3,233.7901776000
36,36,2,59,1,316.8642169600
36,36,2,59,2,317.1908412800
36,36,2,59,3,211.2661696000
36,36,2,60,1,306.6433084800
36,36,2,60,2,319.9020800000
36,36,2,60,3,259.0669667200
36,36,2,61,1,282.8553980800
36,36,2,61,2,316.5713356800
36,36,2,61,3,259.3654019200
36,36,2,62,1,253.8462454400
36,36,2,62,2,305.6826576000
36,36,2,62,3,275.8752854400
36,36,2,63,1,258.6271673600
36,36,2,63,2,303.5348611200
36,36,2,63,3,251.0170684800
36,36,2,64,1,258.8627740800
36,36,2,64,2,303.0154848000
36,36,2,64,3,158.0791321600
36,36,2,65,1,232.9605641600
36,36,2,65,2,296.7296000000
36,36,2,65,3,166.0451795200
36,36,2,66,1,225.2347878400
36,36,2,66,2,303.5192406400
36,36,2,66,3,167.4970665600
36,36,2,67,1,216.3857494400
36,36,2,67,2,271.0279376000
36,36,2,67,3,196.2605340800
36,36,2,68,1,157.7533830400
36,36,2,68,2,247.9306195200
36,36,2,68,3,242.4077884800
36,36,2,69,1,197.8990211200
36,36,2,69,2,262.3104867200
36,36,2,69,3,276.3369436800
36,36,2,70,1,233.3546304000
36,36,2,70,2,264.0287145600
36,36,2,70,3,256.7580204800
36,36,2,71,1,266.8969654400
36,36,2,71,2,261.6664950400
36,36,2,71,3,284.2621014400
36,36,2,72,1,288.3782825600
36,36,2,72,2,262.2005369600
36,36,2,72,3,279.5254889600
36,36,2,73,1,251.3469180800
36,36,2,73,2,296.0956745600
36,36,2,73,3,220.4541395200
36,36,2,74,1,208.6839974400
36,36,2,74,2,317.2931254400
36,36,2,74,3,234.9308963200
36,36,2,75,1,215.9223756800
36,36,2,75,2,309.1347526400
36,36,2,75,3,227.4747443200
36,36,2,76,1,235.2316310400
36,36,2,76,2,156.4405152000
36,36,2,76,3,274.0829721600
36,36,2,77,1,202.2726400000
36,36,2,77,2,178.6694400000
36,36,2,77,3,277.3966505600
36,36,2,78,1,216.9386521600
36,36,2,78,2,223.5859308800
36,36,2,78,3,309.9157696000
36,36,2,79,1,88.7658521600
36,36,2,79,2,166.4400272000
36,36,2,79,3,318.2778576000
36,36,2,80,1,77.0547417600
36,36,2,80,2,244.2951593600
36,36,2,80,3,320.0000000000
36,36,2,81,1,204.9889987200
36,36,2,81,2,240.7900419200
36,36,2,81,3,320.0000000000
36,36,2,82,1,232.3487241600
36,36,2,82,2,182.4065065600
36,36,2,82,3,314.4320000000
36,36,2,83,1,285.8711648000
36,36,2,83,2,209.7313843200
36,36,2,83,3,318.8135049600
36,36,2,84,1,294.2368540800
36,36,2,84,2,233.1575974400
36,36,2,84,3,317.0718374400
36,36,2,85,1,282.6017280000
36,36,2,85,2,284.3397206400
36,36,2,85,3,301.7385219200
36,36,2,86,1,262.4832649600
36,36,2,86,2,306.3426169600
36,36,2,86,3,311.3567459200
36,36,2,87,1,246.1514195200
36,36,2,87,2,316.2726400000
36,36,2,87,3,310.0544000000
36,36,2,88,1,273.0620096000
36,36,2,88,2,317.7688950400
36,36,2,88,3,299.7340691200
36,36,2,89,1,260.7947497600
36,36,2,89,2,316.5947660800
36,36,2,89,3,293.1239049600
36,36,2,90,1,227.2663040000
36,36,2,90,2,314.6370169600
36,36,2,90,3,312.7923200000
36,36,2,91,1,177.0219388800
36,36,2,91,2,289.7167008000
36,36,2,91,3,298.5988339200
36,36,2,92,1,216.7616441600
36,36,2,92,2,260.8340176000
36,36,2,92,3,314.7190236800
36,36,2,93,1,220.9519078400
36,36,2,93,2,197.9081814400
36,36,2,93,3,317.9303049600
36,36,2,94,1,197.1523689600
36,36,2,94,2,188.2443932800
36,36,2,94,3,313.0593625600
36,36,2,95,1,227.8377004800
36,36,2,95,2,260.5120217600
36,36,2,95,3,309.6012800000
36,36,2,96,1,270.7687702400
36,36,2,96,2,243.7559104000
36,36,2,96,3,308.8223459200
36,36,2,97,1,239.5041411200
36,36,2,97,2,258.3915606400
36,36,2,97,3,310.0407321600
36,36,2,98,1,224.7370195200
36,36,2,98,2,304.6009491200
36,36,2,98,3,302.0626441600
36,36,2,99,1,179.9240678400
36,36,2,99,2,316.1730169600
36,36,2,99,3,304.5814236800
36,36,2,100,1,143.1736406400
36,36,2,100,2,209.0573235200
36,36,2,100,3,316.7991321600
36,36,2,101,1,155.6064000000
36,36,2,101,2,218.6699520000
36,36,2,101,3,316.1811200000
36,36,2,102,1,125.9910726400
36,36,2,102,2,297.9232540800
36,36,2,102,3,318.3624678400
36,36,2,103,1,175.9064950400
36,36,2,103,2,298.4816812800
36,36,2,103,3,304.0464272000
36,36,2,104,1,184.6227526400
36,36,2,104,2,303.4255187200
36,36,2,104,3,294.3344812800
36,36,2,105,1,204.9851305600
36,36,2,105,2,295.1272134400
36,36,2,105,3,317.2469152000
36,36,2,106,1,213.9624134400
36,36,2,106,2,302.7123200000
36,36,2,106,3,318.3712000000
36,36,2,107,1,202.5759673600
36,36,2,107,2,290.1670617600
36,36,2,107,3,318.2017084800
36,36,2,108,1,245.5706902400
36,36,2,108,2,302.7577491200
36,36,2,108,3,318.8603660800
36,36,2,109,1,241.6241494400
36,36,2,109,2,316.1209491200
36,36,2,109,3,299.3251795200
36,36,2,110,1,189.2606697600
36,36,2,110,2,313.6334102400
36,36,2,110,3,284.0255782400
36,36,2,111,1,179.1343728000
36,36,2,111,2,299.7209600000
36,36,2,111,3,300.9036800000
36,36,2,112,1,190.8991564800
36,36,2,112,2,290.7717859200
36,36,2,112,3,274.9468636800
36,36,2,113,1,156.6478102400
36,36,2,113,2,279.9781516800
36,36,2,113,3,286.3423782400
36,36,2,114,1,150.9083734400
36,36,2,114,2,259.6190720000
36,36,2,114,3,247.7892556800
36,36,2,115,1,185.8799945600
36,36,2,115,2,259.4203769600
36,36,2,115,3,236.2139366400
36,36,2,116,1,222.8800441600
36,36,2,116,2,255.5878400000
36,36,2,116,3,253.9307388800
36,36,2,117,1,282.1407241600
36,36,2,117,2,250.4830265600
36,36,2,117,3,235.5427363200
36,36,2,118,1,193.7509532800
36,36,2,118,2,276.3447974400
36,36,2,118,3,234.1635036800
36,36,2,119,1,212.1232640000
36,36,2,119,2,279.4277120000
36,36,2,119,3,206.8795878400
36,36,2,120,1,179.0554035200
36,36,2,120,2,260.9439673600
36,36,2,120,3,225.4214508800
36,36,2,121,1,147.7834848000
36,36,2,121,2,278.3474550400
36,36,2,121,3,220.3608080000
36,36,2,122,1,144.7234169600
36,36,2,122,2,317.2163254400
36,36,2,122,3,196.2605340800
36,36,2,123,1,133.5492339200
36,36,2,123,2,310.1149289600
36,36,2,123,3,170.2996611200
36,36,2,124,1,116.3445369600
36,36,2,124,2,264.9649897600
36,36,2,124,3,160.9615187200
36,36,2,125,1,151.8693334400
36,36,2,125,2,230.0705705600
36,36,2,125,3,139.0177065600
36,36,2,126,1,171.1203308800
36,36,2,126,2,210.8202521600
36,36,2,126,3,172.6884880000
36,36,2,127,1,155.0684204800
36,36,2,127,2,150.0439865600
36,36,2,127,3,151.2581424000
36,36,2,128,1,264.8786006400
36,36,2,128,2,171.7704678400
36,36,2,128,3,210.5402576000
36,36,2,129,1,199.3612150400
36,36,2,129,2,101.9667958400
36,36,2,129,3,221.3252339200
36,36,2,130,1,206.9210684800
36,36,2,130,2,34.4230400000
36,36,2,130,3,206.3923625600
36,36,2,131,1,247.7421340800
36,36,2,131,2,109.3397910400
36,36,2,131,3,185.1459254400
36,36,2,132,1,227.2968960000
36,36,2,132,2,176.7949017600
36,36,2,132,3,247.5379417600
36,36,2,133,1,225.0475788800
36,36,2,133,2,203.2603987200
36,36,2,133,3,287.5282659200
36,36,2,134,1,202.9804041600
36,36,2,134,2,248.9987036800
36,36,2,134,3,269.9598534400
36,36,2,135,1,189.0874880000
36,36,2,135,2,284.5282060800
36,36,2,135,3,255.7036800000
36,36,2,136,1,155.9370848000
36,36,2,136,2,294.1197017600
36,36,2,136,3,241.5470643200
36,36,2,137,1,184.3068745600
36,36,2,137,2,273.7688297600
36,36,2,137,3,215.4246073600
36,36,2,138,1,144.1410169600
36,36,2,138,2,263.3471564800
36,36,2,138,3,218.3386249600
36,36,2,139,1,168.1765334400
36,36,2,139,2,266.5076905600
36,36,2,139,3,218.5667689600
36,36,2,140,1,128.4754441600
36,36,2,140,2,229.6317395200
36,36,2,140,3,220.6176425600
36,36,2,141,1,161.9782508800
36,36,2,141,2,234.8894156800
36,36,2,141,3,183.2013017600
36,36,2,142,1,119.1384297600
36,36,2,142,2,281.0098115200
36,36,2,142,3,193.2058041600
36,36,2,143,1,153.7061964800
36,36,2,143,2,291.4786060800
36,36,2,143,3,186.3673926400
36,36,2,144,1,150.4715734400
36,36,2,144,2,307.6851200000
36,36,2,144,3,242.4181587200
36,36,2,145,1,274.7112569600
36,36,2,145,2,288.1329897600
36,36,2,145,3,291.9969411200
36,36,2,146,1,278.1726454400
36,36,2,146,2,256.6323635200
36,36,2,146,3,236.3516096000
36,36,2,147,1,307.4868067200
36,36,2,147,2,290.0178441600
36,36,2,147,3,211.4217219200
36,36,2,148,1,317.9810710400
36,36,2,148,2,307.7172067200
36,36,2,148,3,234.9308963200
36,36,2,149,1,251.4490140800
36,36,2,149,2,315.0000550400
36,36,2,149,3,260.3836160000
36,36,2,150,1,269.0638934400
36,36,2,150,2,285.0779552000
36,36,2,150,3,253.4359648000
36,36,2,151,1,279.2034928000
36,36,2,151,2,304.9126400000
36,36,2,151,3,182.1154710400
36,36,2,152,1,294.7367049600
36,36,2,152,2,157.5263459200
36,36,2,152,3,214.3253696000
36,36,2,153,1,275.4337843200
36,36,2,153,2,249.1793356800
36,36,2,153,3,275.2688595200
36,36,2,154,1,296.3963660800
36,36,2,154,2,303.4801897600
36,36,2,154,3,278.1071360000
36,36,2,155,1,314.5702400000
36,36,2,155,2,306.1278374400
36,36,2,155,3,270.1561926400
36,36,2,156,1,318.0090576000
36,36,2,156,2,313.1417600000
36,36,2,156,3,267.3603254400
36,36,2,157,1,310.5562035200
36,36,2,157,2,302.8749017600
36,36,2,157,3,287.9130902400
36,36,2,158,1,245.9854969600
36,36,2,158,2,293.9405475200
36,36,2,158,3,294.9007187200
36,36,2,159,1,265.3026928000
36,36,2,159,2,292.1855574400
36,36,2,159,3,271.7899945600
36,36,2,160,1,251.2399785600
36,36,2,160,2,294.7796611200
36,36,2,160,3,267.0383296000
36,36,2,161,1,212.3965180800
36,36,2,161,2,262.6953110400
36,36,2,161,3,286.5073030400
36,36,2,162,1,181.9871459200
36,36,2,162,2,217.3016080000
36,36,2,162,3,209.1610249600
36,36,2,163,1,187.2799673600
36,36,2,163,2,209.2170240000
36,36,2,163,3,164.3521065600
36,36,2,164,1,228.7087945600
36,36,2,164,2,227.1117884800
36,36,2,164,3,148.6126643200
36,36,2,165,1,195.7259520000
36,36,2,165,2,257.2292339200
36,36,2,165,3,188.0473600000
36,36,2,166,1,262.1926835200
36,36,2,166,2,276.6825004800
36,36,2,166,3,158.1581017600
36,36,2,167,1,293.0179036800
36,36,2,167,2,244.7099660800
36,36,2,167,3,172.0369897600
36,36,2,168,1,266.5906764800
36,36,2,168,2,238.2998185600
36,36,2,168,3,189.2710400000
42,42,2,1,1,22.0356214828
42,42,2,1,2,48.0554007139
42,42,2,1,3,131.8598566122
42,42,2,2,1,36.7454588027
42,42,2,2,2,121.8030472820
42,42,2,2,3,169.7370035200
42,42,2,3,1,15.4911084087
42,42,2,3,2,73.7266871246
42,42,2,3,3,145.7697625600
42,42,2,4,1,0.0000000000
42,42,2,4,2,39.9811670988
42,42,2,4,3,189.6962169600
42,42,2,5,1,170.6226134400
42,42,2,5,2,0.0000000000
42,42,2,5,3,121.1736490467
42,42,2,6,1,107.5145545600
42,42,2,6,2,0.0000000000
42,42,2,6,3,175.6202304000
42,42,2,7,1,137.3101558400
42,42,2,7,2,16.0858462455
42,42,2,7,3,177.5154982400
42,42,2,8,1,70.8441180322
42,42,2,8,2,278.5359260800
42,42,2,8,3,185.9836963200
42,42,2,9,1,218.7534320000
42,42,2,9,2,110.4853195113
42,42,2,9,3,60.7961867676
42,42,2,10,1,0.0000000000
42,42,2,10,2,0.0000000000
42,42,2,10,3,60.5169065600
42,42,2,11,1,22.3780955352
42,42,2,11,2,0.0000000000
42,42,2,11,3,51.5251423504
42,42,2,12,1,46.2103099496
42,42,2,12,2,0.0000000000
42,42,2,12,3,202.5552272000
42,42,2,13,1,28.1789562957
42,42,2,13,2,0.0000000000
42,42,2,13,3,205.0233273600
42,42,2,14,1,212.2720758400
42,42,2,14,2,30.7019011281
42,42,2,14,3,187.9229180800
42,42,2,15,1,220.3423145600
42,42,2,15,2,68.0748005677
42,42,2,15,3,165.6236800000
42,42,2,16,1,180.5558236800
42,42,2,16,2,112.2291234202
42,42,2,16,3,181.4935865600
42,42,2,17,1,158.6516611200
42,42,2,17,2,176.7751593600
42,42,2,17,3,200.7404473600
42,42,2,18,1,87.2928540800
42,42,2,18,2,212.4276284800
42,42,2,18,3,173.8236745600
42,42,2,19,1,164.7717964800
42,42,2,19,2,218.3801059200
42,42,2,19,3,147.7148800000
42,42,2,20,1,176.3010134400
42,42,2,20,2,207.5854505600
42,42,2,20,3,169.6736000000
42,42,2,21,1,182.3622508800
42,42,2,21,2,172.4219660800
42,42,2,21,3,153.7555526400
42,42,2,22,1,115.3879160710
42,42,2,22,2,216.1712595200
42,42,2,22,3,183.6060204800
42,42,2,23,1,43.9664617847
42,42,2,23,2,166.1421527274
42,42,2,23,3,172.2936406400
42,42,2,24,1,29.6749010765
42,42,2,24,2,194.8390881639
42,42,2,24,3,216.0084480000
42,42,2,25,1,57.3765157886
42,42,2,25,2,93.3993750688
42,42,2,25,3,156.2430915200
42,42,2,26,1,211.8157884800
42,42,2,26,2,189.0058158535
42,42,2,26,3,249.8861558400
42,42,2,27,1,210.0839702400
42,42,2,27,2,243.6444126859
42,42,2,27,3,256.6480704000
42,42,2,28,1,218.0171497600
42,42,2,28,2,127.9628946686
42,42,2,28,3,237.4612176000
42,42,2,29,1,193.3295785600
42,42,2,29,2,18.0061517403
42,42,2,29,3,218.3844265600
42,42,2,30,1,253.1218224000
42,42,2,30,2,0.0000000000
42,42,2,30,3,180.5558236800
42,42,2,31,1,304.1401491200
42,42,2,31,2,32.5232116095
42,42,2,31,3,191.4280352000
42,42,2,32,1,170.1700255316
42,42,2,32,2,3.7816502964
42,42,2,32,3,230.4717235200
42,42,2,33,1,203.8013733341
42,42,2,33,2,0.0000000000
42,42,2,33,3,174.8345046384
42,42,2,34,1,0.0000000000
42,42,2,34,2,11.9602136518
42,42,2,34,3,286.5711785600
42,42,2,35,1,0.0000000000
42,42,2,35,2,29.0884108321
42,42,2,35,3,61.0297231762
42,42,2,36,1,104.6081880449
42,42,2,36,2,26.7205159394
42,42,2,36,3,271.4049084800
42,42,2,37,1,12.2979369810
42,42,2,37,2,30.9350276976
42,42,2,37,3,199.5167673600
42,42,2,38,1,273.2583484800
42,42,2,38,2,68.9762126767
42,42,2,38,3,213.3090928000
42,42,2,39,1,238.3100160000
42,42,2,39,2,209.2680105600
42,42,2,39,3,218.9452800000
42,42,2,40,1,196.7271920000
42,42,2,40,2,150.3499932800
42,42,2,40,3,202.5552272000
42,42,2,41,1,229.5695187200
42,42,2,41,2,195.4412908800
42,42,2,41,3,213.9661683200
42,42,2,42,1,233.5309235200
42,42,2,42,2,188.0058793600
42,42,2,42,3,209.0262128000
42,42,2,43,1,226.5932800000
42,42,2,43,2,190.0799132800
42,42,2,43,3,244.6373750400
42,42,2,44,1,259.0321494400
42,42,2,44,2,201.1611305600
42,42,2,44,3,237.7412121600
42,42,2,45,1,259.3182806400
42,42,2,45,2,224.8510915200
42,42,2,45,3,237.5554134400
42,42,2,46,1,238.7465811986
42,42,2,46,2,258.4700963200
42,42,2,46,3,230.6894969600
42,42,2,47,1,127.2453810401
42,42,2,47,2,111.9887661842
42,42,2,47,3,201.4559891200
42,42,2,48,1,29.4024777315
42,42,2,48,2,58.2839844035
42,42,2,48,3,185.7451824000
42,42,2,49,1,147.5348349510
42,42,2,49,2,0.0000000000
42,42,2,49,3,205.5522060800
42,42,2,50,1,236.1856867200
42,42,2,50,2,57.6747933934
42,42,2,50,3,147.9414236800
42,42,2,51,1,212.0231920000
42,42,2,51,2,0.0000000000
42,42,2,51,3,162.0769625600
42,42,2,52,1,228.7917558400
42,42,2,52,2,84.4638674361
42,42,2,52,3,169.1842169600
42,42,2,53,1,231.8551040000
42,42,2,53,2,35.3208139658
42,42,2,53,3,182.3918643200
42,42,2,54,1,117.8372160439
42,42,2,54,2,13.5059280595
42,42,2,54,3,153.7950374400
42,42,2,55,1,24.4691364743
42,42,2,55,2,140.6230707118
42,42,2,55,3,162.0177356800
42,42,2,56,1,0.0000000000
42,42,2,56,2,160.2606643200
42,42,2,56,3,199.3404745600
42,42,2,57,1,0.0000000000
42,42,2,57,2,1.6257777619
42,42,2,57,3,200.6818560000
42,42,2,58,1,0.0000000000
42,42,2,58,2,0.0000000000
42,42,2,58,3,64.9229251515
42,42,2,59,1,0.0000000000
42,42,2,59,2,0.0000000000
42,42,2,59,3,211.2661696000
42,42,2,60,1,0.0000000000
42,42,2,60,2,0.0000000000
42,42,2,60,3,44.6253738607
42,42,2,61,1,8.2361332558
42,42,2,61,2,0.0000000000
42,42,2,61,3,259.3654019200
42,42,2,62,1,49.6420903597
42,42,2,62,2,76.5867932291
42,42,2,62,3,275.8752854400
42,42,2,63,1,190.1868247120
42,42,2,63,2,272.4017999071
42,42,2,63,3,251.0170684800
42,42,2,64,1,258.8627008000
42,42,2,64,2,303.0154848000
42,42,2,64,3,158.0791321600
42,42,2,65,1,232.9605687587
42,42,2,65,2,296.7296000000
42,42,2,65,3,166.0451795200
42,42,2,66,1,225.2347878400
42,42,2,66,2,303.5192406400
42,42,2,66,3,167.4970665600
42,42,2,67,1,216.3857494400
42,42,2,67,2,271.0279376000
42,42,2,67,3,196.2605340800
42,42,2,68,1,157.7533830400
42,42,2,68,2,247.9306195200
42,42,2,68,3,212.5918972393
42,42,2,69,1,197.8990211200
42,42,2,69,2,257.0576612980
42,42,2,69,3,164.8319267458
42,42,2,70,1,71.1473103417
42,42,2,70,2,81.1392861100
42,42,2,70,3,228.6526492394
42,42,2,71,1,105.5933367887
42,42,2,71,2,49.0023565657
42,42,2,71,3,284.2621014400
42,42,2,72,1,14.1664356917
42,42,2,72,2,32.6421327954
42,42,2,72,3,279.5254889600
42,42,2,73,1,54.2446555970
42,42,2,73,2,0.0000000000
42,42,2,73,3,220.4541395200
42,42,2,74,1,208.6839974400
42,42,2,74,2,0.0000000000
42,42,2,74,3,234.9308963200
42,42,2,75,1,215.9223756800
42,42,2,75,2,0.0000000000
42,42,2,75,3,227.4747443200
42,42,2,76,1,235.2316310400
42,42,2,76,2,156.4405152000
42,42,2,76,3,274.0829721600
42,42,2,77,1,202.2726400000
42,42,2,77,2,178.6694400000
42,42,2,77,3,277.3966505600
42,42,2,78,1,198.6306921957
42,42,2,78,2,78.2834195597
42,42,2,78,3,309.9157696000
42,42,2,79,1,88.7658521600
42,42,2,79,2,166.4400272000
42,42,2,79,3,318.2778576000
42,42,2,80,1,77.0547417600
42,42,2,80,2,244.2951593600
42,42,2,80,3,301.5102616708
42,42,2,81,1,204.9889987200
42,42,2,81,2,56.7064970482
42,42,2,81,3,293.2227355817
42,42,2,82,1,56.4267097580
42,42,2,82,2,182.4065065600
42,42,2,82,3,129.7980374369
42,42,2,83,1,0.0000000000
42,42,2,83,2,209.7313843200
42,42,2,83,3,240.0939465346
42,42,2,84,1,0.0000000000
42,42,2,84,2,52.6645887898
42,42,2,84,3,0.0000000000
42,42,2,85,1,16.2234606812
42,42,2,85,2,0.8419377450
42,42,2,85,3,16.7319219460
42,42,2,86,1,107.2221960392
42,42,2,86,2,0.0000000000
42,42,2,86,3,0.0000000000
42,42,2,87,1,106.3541127844
42,42,2,87,2,0.0000000000
42,42,2,87,3,47.9435263146
42,42,2,88,1,66.0564802364
42,42,2,88,2,0.0000000000
42,42,2,88,3,299.7340691200
42,42,2,89,1,228.1379556389
42,42,2,89,2,0.0000000000
42,42,2,89,3,293.1239049600
42,42,2,90,1,227.2663040000
42,42,2,90,2,0.0000000000
42,42,2,90,3,312.7923200000
42,42,2,91,1,177.0219388800
42,42,2,91,2,13.3647627607
42,42,2,91,3,298.5988339200
42,42,2,92,1,216.7616441600
42,42,2,92,2,136.7625165034
42,42,2,92,3,88.3938254489
42,42,2,93,1,220.9519078400
42,42,2,93,2,197.9081814400
42,42,2,93,3,0.0000000000
42,42,2,94,1,197.1523689600
42,42,2,94,2,188.2443932800
42,42,2,94,3,17.5327423041
42,42,2,95,1,88.3387267888
42,42,2,95,2,64.9145255967
42,42,2,95,3,0.0000000000
42,42,2,96,1,26.6702218134
42,42,2,96,2,87.0603437964
42,42,2,96,3,0.0000000000
42,42,2,97,1,173.1200652859
42,42,2,97,2,35.9468515609
42,42,2,97,3,210.4157627462
42,42,2,98,1,224.7370195200
42,42,2,98,2,0.0000000000
42,42,2,98,3,148.1565209202
42,42,2,99,1,179.9240678400
42,42,2,99,2,0.0000000000
42,42,2,99,3,184.4792585946
42,42,2,100,1,143.1736406400
42,42,2,100,2,209.0573235200
42,42,2,100,3,0.0000000000
42,42,2,101,1,155.6064000000
42,42,2,101,2,218.6699520000
42,42,2,101,3,0.0000000000
42,42,2,102,1,125.9910726400
42,42,2,102,2,212.0261123192
42,42,2,102,3,0.0000000000
42,42,2,103,1,175.9064950400
42,42,2,103,2,298.4816812800
42,42,2,103,3,0.0000000000
42,42,2,104,1,184.6227526400
42,42,2,104,2,99.0184842267
42,42,2,104,3,0.0000000000
42,42,2,105,1,204.9851305600
42,42,2,105,2,172.6695495488
42,42,2,105,3,0.0000000000
42,42,2,106,1,213.9624134400
42,42,2,106,2,302.7123200000
42,42,2,106,3,0.0000000000
42,42,2,107,1,202.5759673600
42,42,2,107,2,290.1670617600
42,42,2,107,3,0.0000000000
42,42,2,108,1,50.2313354481
42,42,2,108,2,157.3447364334
42,42,2,108,3,0.0000000000
42,42,2,109,1,58.8666679166
42,42,2,109,2,0.0000000000
42,42,2,109,3,0.0000000000
42,42,2,110,1,189.2606697600
42,42,2,110,2,0.0000000000
42,42,2,110,3,3.4871308319
42,42,2,111,1,179.1343728000
42,42,2,111,2,0.0000000000
42,42,2,111,3,-0.0000000000
42,42,2,112,1,143.7098665548
42,42,2,112,2,0.0000000000
42,42,2,112,3,17.5767876873
42,42,2,113,1,156.6478102400
42,42,2,113,2,5.6184202208
42,42,2,113,3,8.4884809664
42,42,2,114,1,150.9083734400
42,42,2,114,2,27.5307520141
42,42,2,114,3,40.7501583157
42,42,2,115,1,185.8799945600
42,42,2,115,2,37.4312030385
42,42,2,115,3,58.2727731173
42,42,2,116,1,222.8800441600
42,42,2,116,2,78.8350773870
42,42,2,116,3,33.6241115018
42,42,2,117,1,252.4948687196
42,42,2,117,2,250.4830265600
42,42,2,117,3,51.6264552992
42,42,2,118,1,193.7509532800
42,42,2,118,2,276.3447974400
42,42,2,118,3,54.8993436055
42,42,2,119,1,212.1232640000
42,42,2,119,2,43.1733481863
42,42,2,119,3,206.8795878400
42,42,2,120,1,179.0554035200
42,42,2,120,2,155.3670176006
42,42,2,120,3,65.3404825725
42,42,2,121,1,147.7834848000
42,42,2,121,2,55.8877495082
42,42,2,121,3,139.5437247848
42,42,2,122,1,144.7234169600
42,42,2,122,2,0.0000000000
42,42,2,122,3,196.2605340800
42,42,2,123,1,133.5492339200
42,42,2,123,2,0.0000000000
42,42,2,123,3,170.2996611200
42,42,2,124,1,116.3445369600
42,42,2,124,2,264.9649897600
42,42,2,124,3,160.9615187200
42,42,2,125,1,151.8693334400
42,42,2,125,2,230.0705705600
42,42,2,125,3,139.0177065600
42,42,2,126,1,171.1203308800
42,42,2,126,2,210.8202521600
42,42,2,126,3,172.6884880000
42,42,2,127,1,155.0684204800
42,42,2,127,2,150.0439865600
42,42,2,127,3,147.9397837298
42,42,2,128,1,264.8786006400
42,42,2,128,2,128.4522496858
42,42,2,128,3,210.5402576000
42,42,2,129,1,199.3612150400
42,42,2,129,2,101.9667958400
42,42,2,129,3,66.1228106114
42,42,2,130,1,206.9210684800
42,42,2,130,2,34.4230400000
42,42,2,130,3,206.3923625600
42,42,2,131,1,247.7421340800
42,42,2,131,2,109.3397910400
42,42,2,131,3,185.1459254400
42,42,2,132,1,196.8148309391
42,42,2,132,2,176.7949017600
42,42,2,132,3,38.3795894655
42,42,2,133,1,222.0010365811
42,42,2,133,2,203.2603987200
42,42,2,133,3,4.4437689344
42,42,2,134,1,202.9804041600
42,42,2,134,2,38.7512172187
42,42,2,134,3,28.5647084647
42,42,2,135,1,189.0874880000
42,42,2,135,2,7.3701735532
42,42,2,135,3,36.8934621832
42,42,2,136,1,155.9370848000
42,42,2,136,2,0.9025660879
42,42,2,136,3,61.7017509106
42,42,2,137,1,184.3068745600
42,42,2,137,2,26.3815832744
42,42,2,137,3,215.4246073600
42,42,2,138,1,144.1410169600
42,42,2,138,2,74.6665712999
42,42,2,138,3,218.3386249600
42,42,2,139,1,168.1765334400
42,42,2,139,2,71.5943350102
42,42,2,139,3,218.5667689600
42,42,2,140,1,128.4754441600
42,42,2,140,2,144.2152750214
42,42,2,140,3,191.4494800126
42,42,2,141,1,143.4769887590
42,42,2,141,2,160.5598021445
42,42,2,141,3,183.2013017600
42,42,2,142,1,119.1384297600
42,42,2,142,2,20.2196709389
42,42,2,142,3,193.2058041600
42,42,2,143,1,153.7061964800
42,42,2,143,2,8.3457307137
42,42,2,143,3,186.3673926400
42,42,2,144,1,150.4715734400
42,42,2,144,2,3.3416415188
42,42,2,144,3,242.4181587200
42,42,2,145,1,274.7112169600
42,42,2,145,2,12.2059564985
42,42,2,145,3,239.1419070443
42,42,2,146,1,278.1726454400
42,42,2,146,2,29.7469358273
42,42,2,146,3,236.3516096000
42,42,2,147,1,307.4868067200
42,42,2,147,2,0.0000000000
42,42,2,147,3,211.4217219200
42,42,2,148,1,317.9810710400
42,42,2,148,2,0.0000000000
42,42,2,148,3,234.9308963200
42,42,2,149,1,251.4490140800
42,42,2,149,2,149.6913700164
42,42,2,149,3,260.3836160000
42,42,2,150,1,269.0638934400
42,42,2,150,2,285.0779552000
42,42,2,150,3,253.4359648000
42,42,2,151,1,279.2034928000
42,42,2,151,2,304.9126400000
42,42,2,151,3,182.1154710400
42,42,2,152,1,10.7473243540
42,42,2,152,2,157.5263459200
42,42,2,152,3,214.3253696000
42,42,2,153,1,275.4337843200
42,42,2,153,2,249.1793356800
42,42,2,153,3,254.4802897957
42,42,2,154,1,296.0181023174
42,42,2,154,2,303.4801897600
42,42,2,154,3,278.1071360000
42,42,2,155,1,60.4678040549
42,42,2,155,2,306.1278374400
42,42,2,155,3,270.1561926400
42,42,2,156,1,162.5989490544
42,42,2,156,2,313.1417600000
42,42,2,156,3,132.2053567049
42,42,2,157,1,183.8456591269
42,42,2,157,2,302.8749017600
42,42,2,157,3,9.0983226394
42,42,2,158,1,245.9854969600
42,42,2,158,2,83.4507139037
42,42,2,158,3,8.7983380672
42,42,2,159,1,265.3026928000
42,42,2,159,2,5.7097067708
42,42,2,159,3,85.6324427802
42,42,2,160,1,251.2399785600
42,42,2,160,2,0.0000000000
42,42,2,160,3,164.7539196578
42,42,2,161,1,212.3965180800
42,42,2,161,2,40.7405006020
42,42,2,161,3,271.0976525357
42,42,2,162,1,181.9871459200
42,42,2,162,2,217.3016080000
42,42,2,162,3,209.1610249600
42,42,2,163,1,187.2799673600
