timestamp,CF_bus2_AUTUMN,CF_bus3_AUTUMN
2025-01-26 12:00:00,0.4844398009943839,0.08595651793548226
2025-01-26 13:00:00,0.8211650701529151,0.1201500897269415
2025-01-26 14:00:00,1.0,0.16279483897736505
2025-01-26 15:00:00,1.0,0.1493396970395589
2025-01-26 16:00:00,1.0,0.05034183813626147
2025-01-26 17:00:00,1.0,0.35898233559273
2025-01-26 18:00:00,1.0,0.78357231204243
2025-01-26 19:00:00,1.0,0.8841294437827159
2025-01-26 20:00:00,1.0,0.5713741076404106
2025-01-26 21:00:00,1.0,0.2660636116194947
2025-01-26 22:00:00,1.0,0.2936799480667421
2025-01-26 23:00:00,1.0,0.22613629786925218
2025-01-27 00:00:00,1.0,0.23633139717403367
2025-01-27 01:00:00,1.0,0.0628795533880569
2025-01-27 02:00:00,0.9920575724969456,0.1541100313502372
2025-01-27 03:00:00,0.625943327638977,0.9445256031377881
2025-01-27 04:00:00,0.5925629039689553,0.7107881035484355
2025-01-27 05:00:00,0.2192814245415224,0.18927764367968555
2025-01-27 06:00:00,0.39557978601798255,0.15125176746698415
2025-01-27 07:00:00,0.16585495066785796,0.5873652169540478
2025-01-27 08:00:00,0.16416633184731397,0.45556583823873276
2025-01-27 09:00:00,0.21304925677482459,0.0644632078004875
2025-01-27 10:00:00,0.11825356996576346,0.07385434978148786
2025-01-27 11:00:00,0.04172059902193114,0.07406660701595566
2025-01-27 12:00:00,0.3427575477760712,0.5907903516551197
2025-01-27 13:00:00,0.7652634294545985,0.9445256031377881
2025-01-27 14:00:00,1.0,0.9445256031377881
2025-01-27 15:00:00,1.0,0.9445256031377881
2025-01-27 16:00:00,0.709716330388551,0.9445256031377881
2025-01-27 17:00:00,0.5778192378253847,0.9445256031377881
2025-01-27 18:00:00,0.20969681767110762,0.45917034547332913
2025-01-27 19:00:00,0.16638819737679167,0.9445256031377881
2025-01-27 20:00:00,0.14968255004881392,0.9445256031377881
2025-01-27 21:00:00,0.15566215587254692,0.4990643495826472
2025-01-27 22:00:00,0.06639987184350399,0.1911067123495508
2025-01-27 23:00:00,0.06469535780867705,0.26750103423561056
2025-01-28 00:00:00,0.01587250192605956,0.08873116986132308
2025-01-28 01:00:00,0.0,0.01843793043734958
2025-01-28 02:00:00,0.0,0.04067344079892963
2025-01-28 03:00:00,0.0,0.0
2025-01-28 04:00:00,0.0,0.11669312679297386
2025-01-28 05:00:00,0.007936761355013935,0.4845339577251919
2025-01-28 06:00:00,0.07183440164785825,0.3849124069848001
2025-01-28 07:00:00,0.21492815584781014,0.7788546046891832
2025-01-28 08:00:00,0.1333515722356481,0.8644196092734737
2025-01-28 09:00:00,0.04442186462097959,0.13086408306286357
2025-01-28 10:00:00,0.04039296105737548,0.18574929061795467
2025-01-28 11:00:00,0.4668560659399929,0.9445256031377881
2025-01-28 12:00:00,0.5830428070256712,0.9445256031377881
2025-01-28 13:00:00,0.6477296820204488,0.5331972338048898
2025-01-28 14:00:00,0.42219868932507515,0.8076051909802572
2025-01-28 15:00:00,0.2997441380258758,0.9445256031377881
2025-01-28 16:00:00,0.43878219992056955,0.3983304946867591
2025-01-28 17:00:00,1.0,0.4553104179519502
2025-01-28 18:00:00,0.3120680510521425,0.7184358569630646
2025-01-28 19:00:00,0.29527660293901803,0.9445256031377881
2025-01-28 20:00:00,0.7905778694978678,0.9445256031377881
2025-01-28 21:00:00,0.9250781881542103,0.9445256031377881
2025-01-28 22:00:00,0.6876190032644368,0.9445256031377881
2025-01-28 23:00:00,0.21402145379448773,0.8839371150892926
